,bus,element,closed,from_ppci,to_ppci
1835,2875,3740,True,2875,3740
1836,1235,2554,True,1235,2554
1837,2787,1401,True,2787,1401
1838,304,1869,False,304,1869
1839,2543,2970,False,2543,2970
1840,1547,2692,True,1547,2692
1841,2261,1773,False,2261,1773
1842,216,2531,True,216,2531
1843,1725,1764,False,1725,1764
1844,3136,3754,True,3136,3754
1845,273,218,True,273,218
1846,3083,2177,True,3083,2177
1847,1780,342,True,1780,342
1848,2941,609,True,2941,609
1849,273,3231,True,273,3231
1850,3448,2739,True,3448,2739
1851,1947,1162,True,1947,1162
1852,924,3166,False,924,3166
1853,3611,1100,True,3611,1100
1854,3559,571,False,3559,571
1855,2081,2855,False,2081,2855
1856,1381,825,True,1381,825
1857,3598,2621,True,3598,2621
1858,2082,420,True,2082,420
1859,3045,3106,False,3045,3106
1860,3232,2774,True,3232,2774
1861,2875,87,True,2875,87
1862,1379,764,True,1379,764
1863,3541,486,True,3541,486
1864,820,3517,True,820,3517
1865,1310,2534,True,1310,2534
1866,1778,3389,True,1778,3389
1867,449,2840,False,449,2840
1868,243,2992,True,243,2992
1869,3776,2191,True,3776,2191
1870,304,3626,False,304,3626
1871,1878,2407,False,1878,2407
1872,2952,2830,True,2952,2830
1873,1018,2850,True,1018,2850
1874,1538,3240,False,1538,3240
1875,2655,1826,False,2655,1826
1876,2720,2118,True,2720,2118
1877,2439,775,True,2439,775
1878,3655,1459,True,3655,1459
1879,2234,362,True,2234,362
1880,2727,3278,True,2727,3278
1881,2912,3375,False,2912,3375
1882,2024,1688,False,2024,1688
1883,2746,2692,False,2746,2692
1884,2658,1743,False,2658,1743
1885,871,2070,False,871,2070
1886,2102,852,True,2102,852
1887,29,240,True,29,240
1888,2658,1776,True,2658,1776
1889,3625,3749,False,3625,3749
1890,842,3386,True,842,3386
1891,2298,2124,False,2298,2124
1892,2593,2659,True,2593,2659
1893,1093,563,True,1093,563
1894,1328,3636,False,1328,3636
1895,3353,3086,True,3353,3086
1896,2335,1680,True,2335,1680
1897,1075,3395,True,1075,3395
1898,3308,1350,False,3308,1350
1899,2641,720,True,2641,720
1900,1889,3576,True,1889,3576
1901,3660,2493,True,3660,2493
1902,495,507,False,495,507
1903,182,3118,True,182,3118
1904,278,1348,True,278,1348
1905,1290,3124,False,1290,3124
1906,1115,2053,True,1115,2053
1907,20,3308,True,20,3308
1908,2119,164,True,2119,164
1909,2578,231,False,2578,231
1910,2903,1792,False,2903,1792
1911,223,1346,True,223,1346
1912,3154,111,True,3154,111
1913,2476,2598,True,2476,2598
1914,1247,500,True,1247,500
1915,3160,1125,True,3160,1125
1916,1514,586,True,1514,586
1917,837,2272,True,837,2272
1918,766,1973,True,766,1973
1919,2243,935,True,2243,935
1920,304,890,False,304,890
1921,3022,1361,True,3022,1361
1922,1342,2649,False,1342,2649
1923,2376,3548,True,2376,3548
1924,177,1199,True,177,1199
1925,1742,1405,True,1742,1405
1926,1024,2965,False,1024,2965
1927,924,223,True,924,223
1928,2912,2072,True,2912,2072
1929,953,1710,True,953,1710
1930,2561,3586,False,2561,3586
1931,2502,2944,True,2502,2944
1932,1736,3504,True,1736,3504
1933,1569,3525,True,1569,3525
1934,3201,2011,True,3201,2011
1935,1621,3660,True,1621,3660
1936,850,2189,True,850,2189
1937,1063,1309,True,1063,1309
1938,3607,2171,False,3607,2171
1939,3543,2369,False,3543,2369
1940,3222,2213,False,3222,2213
1941,3704,3702,False,3704,3702
1942,2240,200,True,2240,200
1943,1659,3324,True,1659,3324
1944,3338,2184,True,3338,2184
1945,2403,3434,True,2403,3434
1946,1780,1266,True,1780,1266
1947,478,1369,True,478,1369
1948,99,140,True,99,140
1949,548,2458,True,548,2458
1950,291,3279,True,291,3279
1951,3111,2981,True,3111,2981
1952,3662,2908,True,3662,2908
1953,3454,382,True,3454,382
1954,3235,3498,False,3235,3498
1955,3603,834,True,3603,834
1956,2475,2419,True,2475,2419
1957,2036,1884,True,2036,1884
1958,817,3711,True,817,3711
1959,2250,2931,True,2250,2931
1960,3092,1487,True,3092,1487
1961,167,974,True,167,974
1962,433,1797,True,433,1797
1963,3626,1927,False,3626,1927
1964,837,2143,True,837,2143
1965,1055,3563,True,1055,3563
1966,3158,644,True,3158,644
1967,1762,2446,True,1762,2446
1968,3137,1909,False,3137,1909
1969,300,546,False,300,546
1970,2701,2047,True,2701,2047
1971,509,3307,False,509,3307
1972,1593,2171,False,1593,2171
1973,306,1587,False,306,1587
1974,1827,479,True,1827,479
1975,370,73,True,370,73
1976,424,2274,True,424,2274
1977,1547,2543,False,1547,2543
1978,1256,1516,True,1256,1516
1979,3765,891,True,3765,891
1980,503,44,True,503,44
1981,2068,1866,True,2068,1866
1982,2325,3562,True,2325,3562
1983,565,2682,True,565,2682
1984,1481,1485,True,1481,1485
1985,3443,1016,False,3443,1016
1986,3048,1519,True,3048,1519
1987,2133,684,True,2133,684
1988,2297,1822,True,2297,1822
1989,1299,1726,True,1299,1726
1990,3572,531,True,3572,531
1991,1958,2656,True,1958,2656
1992,3141,3177,True,3141,3177
1993,1467,680,False,1467,680
1994,2374,5,False,2374,5
1995,2898,2976,True,2898,2976
1996,3084,2543,False,3084,2543
1997,453,2831,False,453,2831
1998,1986,399,True,1986,399
1999,1611,180,True,1611,180
2000,637,3699,True,637,3699
2001,1489,2858,True,1489,2858
2002,2859,3573,False,2859,3573
2003,527,504,True,527,504
2004,772,858,True,772,858
2005,3420,379,True,3420,379
2006,722,3754,True,722,3754
2007,506,1963,True,506,1963
2008,3589,3178,False,3589,3178
2009,3477,1062,True,3477,1062
2010,1825,210,False,1825,210
2011,604,1473,False,604,1473
2012,2592,1313,True,2592,1313
2013,447,1471,False,447,1471
2014,3440,1849,False,3440,1849
2015,2454,1441,True,2454,1441
2016,2194,3604,True,2194,3604
2017,2559,1182,True,2559,1182
2018,256,1560,True,256,1560
2019,2037,2295,True,2037,2295
2020,2443,3723,True,2443,3723
2021,1952,2132,True,1952,2132
2022,3682,830,True,3682,830
2023,1018,955,True,1018,955
2024,1578,145,False,1578,145
2025,13,1652,True,13,1652
2026,856,3458,True,856,3458
2027,921,1640,True,921,1640
2028,139,450,False,139,450
2029,2793,2420,True,2793,2420
2030,979,1192,True,979,1192
2031,3369,2690,True,3369,2690
2032,245,3713,True,245,3713
2033,1067,2670,True,1067,2670
2034,1591,2137,True,1591,2137
2035,2994,11,False,2994,11
2036,3484,3435,False,3484,3435
2037,3561,2717,True,3561,2717
2038,3614,3768,True,3614,3768
2039,3364,1682,True,3364,1682
2040,1324,2558,False,1324,2558
2041,3453,2437,True,3453,2437
2042,1668,3230,True,1668,3230
2043,3513,427,True,3513,427
2044,1219,2294,True,1219,2294
2045,2547,2116,True,2547,2116
2046,250,2161,False,250,2161
2047,3294,2985,False,3294,2985
2048,3092,1918,True,3092,1918
2049,1546,1460,True,1546,1460
2050,3190,1971,False,3190,1971
2051,1716,192,True,1716,192
2052,2696,482,True,2696,482
2053,1336,3302,True,1336,3302
2054,683,767,True,683,767
2055,1692,2114,True,1692,2114
2056,1095,3443,False,1095,3443
2057,2480,785,False,2480,785
2058,2552,2050,True,2552,2050
2059,22,2134,True,22,2134
2060,3136,1319,False,3136,1319
2061,3156,696,True,3156,696
2062,3599,3002,False,3599,3002
2063,3598,3416,True,3598,3416
2064,1446,186,True,1446,186
2065,1041,2855,False,1041,2855
2066,377,1656,True,377,1656
2067,350,1356,True,350,1356
2068,147,2543,True,147,2543
2069,1519,1763,False,1519,1763
2070,1427,2072,True,1427,2072
2071,2819,1062,True,2819,1062
2072,1759,515,True,1759,515
2073,2692,3019,True,2692,3019
2074,144,3629,True,144,3629
2075,3421,2161,True,3421,2161
2076,2960,1824,True,2960,1824
2077,161,3059,True,161,3059
2078,2888,1477,True,2888,1477
2079,2065,596,False,2065,596
2080,932,3270,False,932,3270
2081,3571,599,True,3571,599
2082,3577,3595,True,3577,3595
2083,3508,2651,False,3508,2651
2084,3292,3123,False,3292,3123
2085,608,3765,False,608,3765
2086,3572,2972,True,3572,2972
2087,597,3688,True,597,3688
2088,732,1493,True,732,1493
2089,27,1611,False,27,1611
2090,1298,1097,True,1298,1097
2091,1672,2143,True,1672,2143
2092,560,3642,True,560,3642
2093,2446,1849,True,2446,1849
2094,1371,3718,False,1371,3718
2095,2758,1217,True,2758,1217
2096,2083,554,True,2083,554
2097,399,1358,True,399,1358
2098,1366,2929,False,1366,2929
2099,1903,2717,True,1903,2717
2100,1041,1303,True,1041,1303
2101,333,2713,True,333,2713
2102,1678,2052,True,1678,2052
2103,3677,3515,True,3677,3515
2104,1326,197,True,1326,197
2105,349,395,True,349,395
2106,453,217,True,453,217
2107,1261,3576,False,1261,3576
2108,3129,2586,True,3129,2586
2109,770,2732,True,770,2732
2110,3765,3531,False,3765,3531
2111,1502,2138,False,1502,2138
2112,2488,93,True,2488,93
2113,187,3526,True,187,3526
2114,3166,3056,True,3166,3056
2115,1461,1559,True,1461,1559
2116,1986,3276,True,1986,3276
2117,2406,1181,False,2406,1181
2118,2006,2145,True,2006,2145
2119,1623,1322,True,1623,1322
2120,2451,2862,False,2451,2862
2121,1775,3358,False,1775,3358
2122,2506,628,True,2506,628
2123,2335,183,False,2335,183
2124,936,1588,True,936,1588
2125,3369,2760,True,3369,2760
2126,2156,43,True,2156,43
2127,3180,2666,True,3180,2666
2128,1611,166,False,1611,166
2129,844,152,True,844,152
2130,439,2509,True,439,2509
2131,1993,2758,True,1993,2758
2132,1318,1459,False,1318,1459
2133,3100,1007,True,3100,1007
2134,250,762,False,250,762
2135,1622,881,True,1622,881
2136,810,1559,True,810,1559
2137,247,2776,True,247,2776
2138,812,2838,True,812,2838
2139,3632,2783,False,3632,2783
2140,1664,392,True,1664,392
2141,1343,2498,True,1343,2498
2142,777,1972,True,777,1972
2143,1143,284,True,1143,284
2144,3178,827,True,3178,827
2145,80,331,True,80,331
2146,3173,2789,True,3173,2789
2147,2103,601,True,2103,601
2148,1107,1626,False,1107,1626
2149,1246,2361,True,1246,2361
2150,1394,1592,False,1394,1592
2151,1814,3015,True,1814,3015
2152,1315,1,False,1315,1
2153,3409,441,False,3409,441
2154,2620,376,True,2620,376
2155,3435,3705,True,3435,3705
2156,2870,3228,True,2870,3228
2157,141,785,False,141,785
2158,1629,3215,True,1629,3215
2159,2339,3535,True,2339,3535
2160,2010,1841,True,2010,1841
2161,3630,2674,True,3630,2674
2162,2412,576,False,2412,576
2163,1088,3090,True,1088,3090
2164,2119,450,False,2119,450
2165,1283,2543,True,1283,2543
2166,229,729,True,229,729
2167,35,3694,False,35,3694
2168,919,441,False,919,441
2169,966,432,True,966,432
2170,14,859,False,14,859
2171,2029,2485,True,2029,2485
2172,378,1731,True,378,1731
2173,3007,2363,True,3007,2363
2174,1518,2083,False,1518,2083
2175,777,1995,False,777,1995
2176,883,355,True,883,355
2177,419,302,False,419,302
2178,3393,1182,True,3393,1182
2179,13,2368,True,13,2368
2180,783,3154,True,783,3154
2181,1050,613,True,1050,613
2182,3258,3537,True,3258,3537
2183,1264,2467,True,1264,2467
2184,1329,3567,True,1329,3567
2185,1667,1097,True,1667,1097
2186,2829,1618,True,2829,1618
2187,1288,3003,True,1288,3003
2188,1867,3443,False,1867,3443
2189,1849,3531,False,1849,3531
2190,2400,1500,True,2400,1500
2191,874,1789,True,874,1789
2192,871,768,True,871,768
2193,214,3443,False,214,3443
2194,1052,1151,True,1052,1151
2195,27,2812,False,27,2812
2196,85,1221,True,85,1221
2197,3115,266,True,3115,266
2198,3007,1443,True,3007,1443
2199,2337,1163,True,2337,1163
2200,1040,1678,False,1040,1678
2201,137,831,True,137,831
2202,3767,502,True,3767,502
2203,2488,821,True,2488,821
2204,1123,1904,False,1123,1904
2205,2501,2767,False,2501,2767
2206,3159,2992,True,3159,2992
2207,1286,1773,True,1286,1773
2208,1783,477,False,1783,477
2209,3030,3107,True,3030,3107
2210,2466,2171,False,2466,2171
2211,2465,2199,True,2465,2199
2212,3019,2601,True,3019,2601
2213,2320,481,True,2320,481
2214,6,1145,True,6,1145
2215,848,3379,True,848,3379
2216,1101,2089,True,1101,2089
2217,962,3765,False,962,3765
2218,3701,3476,True,3701,3476
2219,2360,958,True,2360,958
2220,2412,3272,True,2412,3272
2221,3763,2682,True,3763,2682
2222,188,785,False,188,785
2223,2676,1280,True,2676,1280
2224,1855,2231,True,1855,2231
2225,3720,2072,True,3720,2072
2226,1547,298,True,1547,298
2227,835,2135,True,835,2135
2228,978,1899,True,978,1899
2229,2707,1938,False,2707,1938
2230,989,2887,True,989,2887
2231,3494,618,False,3494,618
2232,1307,3273,True,1307,3273
2233,2819,1332,False,2819,1332
2234,3472,77,True,3472,77
2235,30,1675,True,30,1675
2236,2546,1048,True,2546,1048
2237,2588,735,False,2588,735
2238,208,170,True,208,170
2239,962,1849,True,962,1849
2240,723,2752,True,723,2752
2241,697,155,True,697,155
2242,3202,1336,True,3202,1336
2243,3411,282,True,3411,282
2244,1624,2222,True,1624,2222
2245,874,986,True,874,986
2246,1161,3298,True,1161,3298
2247,746,3148,True,746,3148
2248,3231,1625,True,3231,1625
2249,2527,1972,False,2527,1972
2250,2491,1870,True,2491,1870
2251,1452,1916,True,1452,1916
2252,1077,1350,False,1077,1350
2253,1012,2759,True,1012,2759
2254,3645,1224,True,3645,1224
2255,129,1858,True,129,1858
2256,2560,2723,True,2560,2723
2257,2787,1208,True,2787,1208
2258,1796,2275,False,1796,2275
2259,444,737,False,444,737
2260,359,1717,False,359,1717
2261,2211,3253,True,2211,3253
2262,2579,1339,True,2579,1339
2263,1556,891,False,1556,891
2264,1947,1632,True,1947,1632
2265,1424,2483,True,1424,2483
2266,320,16,True,320,16
2267,837,2111,False,837,2111
2268,1538,384,True,1538,384
2269,1089,1180,True,1089,1180
2270,2665,2027,False,2665,2027
2271,181,2840,True,181,2840
2272,3146,2768,True,3146,2768
2273,2154,1365,True,2154,1365
2274,2461,2288,True,2461,2288
2275,169,1056,False,169,1056
2276,2642,3433,True,2642,3433
2277,108,3691,False,108,3691
2278,1635,2991,True,1635,2991
2279,1979,1710,True,1979,1710
2280,2463,2729,False,2463,2729
2281,3581,715,True,3581,715
2282,1396,3167,True,1396,3167
2283,139,2164,True,139,2164
2284,3679,691,True,3679,691
2285,537,2925,True,537,2925
2286,1236,1633,True,1236,1633
2287,316,2717,True,316,2717
2288,1393,1579,True,1393,1579
2289,2722,1402,True,2722,1402
2290,441,1093,False,441,1093
2291,2144,2116,True,2144,2116
2292,2446,546,False,2446,546
2293,2105,1253,True,2105,1253
2294,3208,2507,True,3208,2507
2295,597,3368,False,597,3368
2296,2941,3482,True,2941,3482
2297,1328,2445,True,1328,2445
2298,2065,3753,False,2065,3753
2299,2415,1467,False,2415,1467
2300,1272,2101,True,1272,2101
2301,132,1361,True,132,1361
2302,3280,3590,False,3280,3590
2303,2621,3610,True,2621,3610
2304,3031,3723,True,3031,3723
2305,829,2087,True,829,2087
2306,1236,3285,True,1236,3285
2307,1781,580,True,1781,580
2308,1377,2763,True,1377,2763
2309,248,2332,True,248,2332
2310,2631,2917,True,2631,2917
2311,2063,2845,True,2063,2845
2312,1430,1989,True,1430,1989
2313,2563,1966,True,2563,1966
2314,818,3475,True,818,3475
2315,3682,2651,False,3682,2651
2316,1490,114,True,1490,114
2317,1741,64,True,1741,64
2318,587,3188,True,587,3188
2319,3409,757,True,3409,757
2320,908,2639,True,908,2639
2321,996,386,True,996,386
2322,3714,3718,False,3714,3718
2323,1807,1628,True,1807,1628
2324,3222,1124,False,3222,1124
2325,3589,462,False,3589,462
2326,2904,1501,False,2904,1501
2327,678,711,True,678,711
2328,2780,3761,False,2780,3761
2329,604,536,False,604,536
2330,1396,1649,True,1396,1649
2331,810,3030,True,810,3030
2332,2854,373,True,2854,373
2333,448,504,True,448,504
2334,3697,2804,True,3697,2804
2335,1978,1003,True,1978,1003
2336,400,3206,False,400,3206
2337,161,707,True,161,707
2338,430,1237,True,430,1237
2339,3779,2781,True,3779,2781
2340,1819,1611,True,1819,1611
2341,1881,1126,False,1881,1126
2342,2895,2692,False,2895,2692
2343,94,614,True,94,614
2344,441,3019,False,441,3019
2345,954,1420,True,954,1420
2346,3309,650,False,3309,650
2347,904,3259,True,904,3259
2348,1022,2418,True,1022,2418
2349,856,2042,False,856,2042
2350,2025,2113,True,2025,2113
2351,3216,2432,True,3216,2432
2352,2570,3037,True,2570,3037
2353,1067,891,False,1067,891
2354,1718,1419,False,1718,1419
2355,2094,1678,False,2094,1678
2356,302,2155,True,302,2155
2357,3622,1611,True,3622,1611
2358,421,1268,True,421,1268
2359,1288,2840,True,1288,2840
2360,2040,3573,True,2040,3573
2361,930,3631,True,930,3631
2362,448,2910,False,448,2910
2363,1926,1117,True,1926,1117
2364,3292,441,False,3292,441
2365,1595,233,True,1595,233
2366,2664,3005,True,2664,3005
2367,285,623,True,285,623
2368,2794,1178,True,2794,1178
2369,1545,3707,True,1545,3707
2370,1544,2879,True,1544,2879
2371,3018,3074,True,3018,3074
2372,2949,3771,True,2949,3771
2373,2888,165,True,2888,165
2374,1707,2305,True,1707,2305
2375,3123,2543,False,3123,2543
2376,215,340,True,215,340
2377,962,546,False,962,546
2378,3404,3094,False,3404,3094
2379,1624,3150,True,1624,3150
2380,657,3174,True,657,3174
2381,1578,2949,True,1578,2949
2382,413,1116,True,413,1116
2383,1067,2143,True,1067,2143
2384,1543,1975,True,1543,1975
2385,3326,3020,True,3326,3020
2386,3354,745,True,3354,745
2387,2600,1935,True,2600,1935
2388,3440,853,True,3440,853
2389,2846,625,False,2846,625
2390,1,526,False,1,526
2391,2330,2628,True,2330,2628
2392,2692,2667,False,2692,2667
2393,2762,3053,True,2762,3053
2394,2383,3238,True,2383,3238
2395,2317,1620,True,2317,1620
2396,3524,656,True,3524,656
2397,3129,1761,True,3129,1761
2398,1072,2197,True,1072,2197
2399,1369,2169,True,1369,2169
2400,532,3375,False,532,3375
2401,3022,2502,True,3022,2502
2402,166,1002,True,166,1002
2403,1088,48,True,1088,48
2404,1739,1719,True,1739,1719
2405,1488,604,False,1488,604
2406,2011,2334,True,2011,2334
2407,81,2584,True,81,2584
2408,1544,92,True,1544,92
2409,1034,2006,True,1034,2006
2410,8,1653,True,8,1653
2411,480,1661,True,480,1661
2412,1956,2498,False,1956,2498
2413,807,2290,True,807,2290
2414,2703,3246,False,2703,3246
2415,3495,1776,False,3495,1776
2416,3383,804,True,3383,804
2417,995,3139,True,995,3139
2418,1950,1263,True,1950,1263
2419,27,1716,False,27,1716
2420,1651,1401,True,1651,1401
2421,2500,1259,True,2500,1259
2422,68,2816,True,68,2816
2423,2312,3728,True,2312,3728
2424,3200,1752,True,3200,1752
2425,1344,1559,True,1344,1559
2426,3063,2712,True,3063,2712
2427,367,3017,True,367,3017
2428,2529,1928,True,2529,1928
2429,2777,1995,False,2777,1995
2430,1598,1830,False,1598,1830
2431,1573,868,True,1573,868
2432,646,408,True,646,408
2433,390,1241,True,390,1241
2434,2870,1464,True,2870,1464
2435,1999,3485,True,1999,3485
2436,2206,3113,True,2206,3113
2437,3621,1825,True,3621,1825
2438,1171,939,True,1171,939
2439,1782,2198,True,1782,2198
2440,867,546,False,867,546
2441,1325,1294,False,1325,1294
2442,556,2933,True,556,2933
2443,2216,3120,True,2216,3120
2444,2544,3765,False,2544,3765
2445,101,103,False,101,103
2446,1251,2930,True,1251,2930
2447,2722,1902,True,2722,1902
2448,1849,2143,True,1849,2143
2449,2211,2417,True,2211,2417
2450,1011,3710,True,1011,3710
2451,800,3492,True,800,3492
2452,2629,2795,True,2629,2795
2453,300,1849,True,300,1849
2454,57,1112,True,57,1112
2455,1310,1188,True,1310,1188
2456,2864,2555,True,2864,2555
2457,1363,295,False,1363,295
2458,2032,3703,True,2032,3703
2459,125,1773,False,125,1773
2460,3202,3573,False,3202,3573
2461,1121,1577,True,1121,1577
2462,2906,417,True,2906,417
2463,2026,1176,True,2026,1176
2464,3431,3469,True,3431,3469
2465,1676,1456,True,1676,1456
2466,791,3573,True,791,3573
2467,3192,484,True,3192,484
2468,1122,653,True,1122,653
2469,1149,3062,True,1149,3062
2470,3591,1519,True,3591,1519
2471,2094,3269,False,2094,3269
2472,1286,1990,False,1286,1990
2473,2751,2990,False,2751,2990
2474,1689,3332,True,1689,3332
2475,2081,2285,True,2081,2285
2476,1796,879,True,1796,879
2477,1366,3249,True,1366,3249
2478,525,3246,False,525,3246
2479,3405,2394,True,3405,2394
2480,2790,366,True,2790,366
2481,1045,1184,True,1045,1184
2482,974,2702,False,974,2702
2483,848,3451,True,848,3451
2484,2484,839,False,2484,839
2485,2627,56,True,2627,56
2486,724,2169,False,724,2169
2487,1291,1127,False,1291,1127
2488,374,2152,True,374,2152
2489,2727,709,True,2727,709
2490,1548,1371,True,1548,1371
2491,2233,809,True,2233,809
2492,750,3730,False,750,3730
2493,2386,24,True,2386,24
2494,737,2169,False,737,2169
2495,3129,1536,True,3129,1536
2496,1927,3059,False,1927,3059
2497,3680,3481,True,3680,3481
2498,2590,1634,True,2590,1634
2499,800,3594,True,800,3594
2500,2980,1252,True,2980,1252
2501,3393,1287,False,3393,1287
2502,2662,2054,True,2662,2054
2503,3050,961,True,3050,961
2504,3472,1306,True,3472,1306
2505,998,3063,True,998,3063
2506,2414,2840,True,2414,2840
2507,2935,150,True,2935,150
2508,3326,1443,True,3326,1443
2509,1268,1876,True,1268,1876
2510,2431,3276,True,2431,3276
2511,2173,2540,False,2173,2540
2512,522,741,True,522,741
2513,2114,122,True,2114,122
2514,306,362,False,306,362
2515,1363,1292,True,1363,1292
2516,1750,3478,True,1750,3478
2517,2883,406,True,2883,406
2518,1859,2901,True,1859,2901
2519,3589,1323,False,3589,1323
2520,966,649,True,966,649
2521,1698,3002,False,1698,3002
2522,3656,987,True,3656,987
2523,814,2741,True,814,2741
2524,1843,3462,True,1843,3462
2525,644,2602,True,644,2602
2526,631,356,True,631,356
2527,1901,2355,True,1901,2355
2528,846,1181,False,846,1181
2529,2503,2396,False,2503,2396
2530,2819,2577,True,2819,2577
2531,474,1395,True,474,1395
2532,2520,2230,True,2520,2230
2533,2588,1385,False,2588,1385
2534,1941,329,True,1941,329
2535,3371,554,False,3371,554
2536,239,737,True,239,737
2537,2335,2139,True,2335,2139
2538,1965,3379,True,1965,3379
2539,2576,2902,True,2576,2902
2540,2688,2390,True,2688,2390
2541,830,2358,True,830,2358
2542,1308,293,True,1308,293
2543,2905,3133,True,2905,3133
2544,1863,154,True,1863,154
2545,3244,3044,True,3244,3044
2546,1809,3550,True,1809,3550
2547,1372,3509,True,1372,3509
2548,3220,3443,False,3220,3443
2549,1244,1348,True,1244,1348
2550,228,1716,False,228,1716
2551,3100,1480,True,3100,1480
2552,1385,2165,False,1385,2165
2553,2429,1360,True,2429,1360
2554,3,2352,True,3,2352
2555,713,3759,True,713,3759
2556,3499,441,False,3499,441
2557,2448,97,False,2448,97
2558,2134,910,True,2134,910
2559,45,754,True,45,754
2560,1690,724,False,1690,724
2561,1840,1686,True,1840,1686
2562,3648,3745,True,3648,3745
2563,2911,1377,True,2911,1377
2564,1128,2073,False,1128,2073
2565,1556,2111,False,1556,2111
2566,204,375,True,204,375
2567,722,1376,True,722,1376
2568,1754,1342,False,1754,1342
2569,3340,652,True,3340,652
2570,1144,3648,True,1144,3648
2571,30,1964,True,30,1964
2572,1515,76,True,1515,76
2573,1308,3730,False,1308,3730
2574,704,1227,False,704,1227
2575,2338,1835,True,2338,1835
2576,2471,50,True,2471,50
2577,2455,2694,True,2455,2694
2578,1211,363,False,1211,363
2579,3208,2339,True,3208,2339
2580,1947,3413,True,1947,3413
2581,27,3761,False,27,3761
2582,525,3276,True,525,3276
2583,3208,1060,False,3208,1060
2584,1033,2433,False,1033,2433
2585,2721,201,True,2721,201
2586,2676,3395,True,2676,3395
2587,647,1988,True,647,1988
2588,3454,2540,True,3454,2540
2589,3508,468,False,3508,468
2590,987,345,True,987,345
2591,2691,1054,True,2691,1054
2592,2664,2459,True,2664,2459
2593,1869,3376,True,1869,3376
2594,792,3573,True,792,3573
2595,666,3351,True,666,3351
2596,2611,854,False,2611,854
2597,3591,1087,True,3591,1087
2598,1282,843,True,1282,843
2599,414,2146,True,414,2146
2600,3682,1635,False,3682,1635
2601,631,489,True,631,489
2602,3443,845,False,3443,845
2603,1909,3339,False,1909,3339
2604,3065,3222,False,3065,3222
2605,1211,1089,False,1211,1089
2606,369,2678,True,369,2678
2607,2905,3407,True,2905,3407
2608,2820,1695,False,2820,1695
2609,1637,2043,True,1637,2043
2610,3297,2427,True,3297,2427
2611,1836,872,True,1836,872
2612,1024,1559,True,1024,1559
2613,2356,3072,True,2356,3072
2614,3137,1228,True,3137,1228
2615,878,1712,True,878,1712
2616,1627,2784,True,1627,2784
2617,2549,1073,True,2549,1073
2618,1172,2597,True,1172,2597
2619,3325,2633,False,3325,2633
2620,1110,2650,True,1110,2650
2621,3265,672,True,3265,672
2622,1718,954,True,1718,954
2623,358,1791,False,358,1791
2624,2079,3166,False,2079,3166
2625,2932,3178,True,2932,3178
2626,1708,412,True,1708,412
2627,3518,1078,True,3518,1078
2628,3575,2613,True,3575,2613
2629,3704,740,True,3704,740
2630,827,941,True,827,941
2631,1396,789,False,1396,789
2632,1194,1419,False,1194,1419
2633,1499,2992,False,1499,2992
2634,1936,730,True,1936,730
2635,939,1908,True,939,1908
2636,2654,1181,False,2654,1181
2637,2117,1105,True,2117,1105
2638,1784,2965,False,1784,2965
2639,807,3157,True,807,3157
2640,3303,1606,True,3303,1606
2641,2110,1351,True,2110,1351
2642,1608,2315,False,1608,2315
2643,3368,95,False,3368,95
2644,3257,1319,False,3257,1319
2645,1424,768,True,1424,768
2646,215,3071,True,215,3071
2647,2742,1953,True,2742,1953
2648,1040,2693,True,1040,2693
2649,2172,718,True,2172,718
2650,3320,985,True,3320,985
2651,1247,2993,True,1247,2993
2652,3212,511,True,3212,511
2653,1815,406,True,1815,406
2654,995,1250,True,995,1250
2655,883,3708,True,883,3708
2656,1033,3013,False,1033,3013
2657,2691,888,True,2691,888
2658,938,1772,True,938,1772
2659,704,295,False,704,295
2660,1476,742,True,1476,742
2661,3208,1127,True,3208,1127
2662,1595,3138,True,1595,3138
2663,2123,1949,False,2123,1949
2664,3474,274,True,3474,274
2665,2877,3593,True,2877,3593
2666,1886,3759,True,1886,3759
2667,3724,632,True,3724,632
2668,3439,275,True,3439,275
2669,3709,2874,True,3709,2874
2670,1334,1966,False,1334,1966
2671,3113,2983,True,3113,2983
2672,332,1302,True,332,1302
2673,1260,1938,False,1260,1938
2674,3709,643,True,3709,643
2675,3016,1849,True,3016,1849
2676,813,19,True,813,19
2677,3581,206,True,3581,206
2678,483,451,True,483,451
2679,2248,0,True,2248,0
2680,1103,667,True,1103,667
2681,3655,2375,True,3655,2375
2682,2859,362,False,2859,362
2683,3760,2743,True,3760,2743
2684,1774,949,True,1774,949
2685,2495,254,True,2495,254
2686,1794,7,False,1794,7
2687,2780,1716,True,2780,1716
2688,1584,510,True,1584,510
2689,3227,3275,True,3227,3275
2690,3011,1945,True,3011,1945
2691,3208,1004,True,3208,1004
2692,731,1798,False,731,1798
2693,2974,3442,True,2974,3442
2694,2210,282,True,2210,282
2695,1672,3762,False,1672,3762
2696,1799,2738,True,1799,2738
2697,2918,595,True,2918,595
2698,3694,3002,False,3694,3002
2699,3018,960,True,3018,960
2700,1429,2886,True,1429,2886
2701,51,3730,False,51,3730
2702,3474,3670,True,3474,3670
2703,2372,3059,True,2372,3059
2704,2808,1813,True,2808,1813
2705,2721,2749,True,2721,2749
2706,2687,539,True,2687,539
2707,2626,2657,True,2626,2657
2708,3300,318,True,3300,318
2709,3742,2955,False,3742,2955
