,bus,element,closed,from_ppci,to_ppci
954,2596,2235,True,2596,2235
955,3257,2438,True,3257,2438
956,3607,2218,False,3607,2218
957,750,1990,True,750,1990
958,3438,3024,False,3438,3024
959,1311,3520,False,1311,3520
960,757,189,True,757,189
961,2973,1680,True,2973,1680
962,3625,2083,True,3625,2083
963,676,2755,True,676,2755
964,3073,1370,False,3073,1370
965,421,1621,True,421,1621
966,3315,1454,True,3315,1454
967,2757,523,False,2757,523
968,1834,2471,True,1834,2471
969,3587,1662,True,3587,1662
970,128,1617,True,128,1617
971,626,761,True,626,761
972,777,554,False,777,554
973,1200,2328,True,1200,2328
974,3760,3286,True,3760,3286
975,3678,92,True,3678,92
976,3693,1568,True,3693,1568
977,483,2242,True,483,2242
978,1032,2186,True,1032,2186
979,1156,3449,True,1156,3449
980,2094,3503,False,2094,3503
981,1309,3764,True,1309,3764
982,3282,3574,False,3282,3574
983,3765,2595,False,3765,2595
984,903,1319,False,903,1319
985,3322,96,True,3322,96
986,1720,1507,True,1720,1507
987,1665,3109,True,1665,3109
988,3146,365,True,3146,365
989,3209,2717,True,3209,2717
990,108,554,False,108,554
991,2300,2725,True,2300,2725
992,110,2537,True,110,2537
993,2796,1965,True,2796,1965
994,2700,1327,True,2700,1327
995,2436,1743,False,2436,1743
996,1253,2121,True,1253,2121
997,3622,1438,True,3622,1438
998,903,925,False,903,925
999,2163,705,False,2163,705
1000,3029,1450,True,3029,1450
1001,3729,2919,False,3729,2919
1002,3237,2481,True,3237,2481
1003,303,33,True,303,33
1004,2834,488,True,2834,488
1005,160,1311,False,160,1311
1006,2366,2098,True,2366,2098
1007,2918,2228,True,2918,2228
1008,2720,680,True,2720,680
1009,2521,1631,True,2521,1631
1010,2329,1147,False,2329,1147
1011,3010,3095,False,3010,3095
1012,671,1017,False,671,1017
1013,2959,3042,True,2959,3042
1014,1165,3689,True,1165,3689
1015,397,991,True,397,991
1016,1035,371,False,1035,371
1017,2035,428,True,2035,428
1018,1347,458,True,1347,458
1019,194,1938,False,194,1938
1020,2193,3035,True,2193,3035
1021,3235,406,True,3235,406
1022,552,2171,False,552,2171
1023,865,2717,False,865,2717
1024,2703,880,True,2703,880
1025,3491,2066,True,3491,2066
1026,1384,1615,True,1384,1615
1027,2326,80,True,2326,80
1028,2642,897,True,2642,897
1029,671,3170,False,671,3170
1030,129,873,True,129,873
1031,384,2495,True,384,2495
1032,2507,2762,True,2507,2762
1033,17,737,True,17,737
1034,1439,1017,False,1439,1017
1035,785,1995,True,785,1995
1036,575,2000,True,575,2000
1037,3742,2292,True,3742,2292
1038,2692,2970,True,2692,2970
1039,2628,2900,True,2628,2900
1040,3691,3749,False,3691,3749
1041,2223,1182,True,2223,1182
1042,1818,3265,True,1818,3265
1043,928,1369,True,928,1369
1044,1542,2350,True,1542,2350
1045,3779,172,False,3779,172
1046,3359,2555,False,3359,2555
1047,2249,3120,True,2249,3120
1048,704,2827,False,704,2827
1049,3514,3505,True,3514,3505
1050,164,2716,True,164,2716
1051,52,2995,True,52,2995
1052,3560,398,True,3560,398
1053,2372,3254,False,2372,3254
1054,1692,1971,False,1692,1971
1055,2892,3243,True,2892,3243
1056,2353,2839,True,2353,2839
1057,3531,2473,False,3531,2473
1058,2786,3412,True,2786,3412
1059,3497,1060,False,3497,1060
1060,311,887,True,311,887
1061,308,10,False,308,10
1062,3031,2408,True,3031,2408
1063,2505,2848,True,2505,2848
1064,2624,832,True,2624,832
1065,1565,3025,True,1565,3025
1066,1334,734,False,1334,734
1067,2225,1868,True,2225,1868
1068,1993,1070,True,1993,1070
1069,2316,2687,True,2316,2687
1070,60,21,True,60,21
1071,3672,2920,True,3672,2920
1072,1158,721,True,1158,721
1073,472,3389,True,472,3389
1074,3197,3266,True,3197,3266
1075,228,3761,False,228,3761
1076,36,2276,True,36,2276
1077,811,1181,False,811,1181
1078,1659,157,True,1659,157
1079,465,3172,False,465,3172
1080,1244,264,True,1244,264
1081,1084,1321,True,1084,1321
1082,3076,2871,True,3076,2871
1083,226,2840,True,226,2840
1084,1815,360,True,1815,360
1085,3213,2852,True,3213,2852
1086,1191,3391,True,1191,3391
1087,181,1214,False,181,1214
1088,1281,230,True,1281,230
1089,1587,2950,True,1587,2950
1090,2604,2196,True,2604,2196
1091,3683,1168,False,3683,1168
1092,782,3318,False,782,3318
1093,2138,1864,True,2138,1864
1094,1311,3086,False,1311,3086
1095,3387,2618,False,3387,2618
1096,2948,3341,True,2948,3341
1097,2379,3081,True,2379,3081
1098,153,616,True,153,616
1099,1374,2748,True,1374,2748
1100,139,164,True,139,164
1101,806,2296,True,806,2296
1102,899,2587,False,899,2587
1103,2422,2191,True,2422,2191
1104,3015,162,True,3015,162
1105,1295,2310,False,1295,2310
1106,2210,3106,False,2210,3106
1107,3350,612,True,3350,612
1108,1639,1275,True,1639,1275
1109,3203,3368,False,3203,3368
1110,2036,2410,True,2036,2410
1111,2563,310,False,2563,310
1112,24,1137,False,24,1137
1113,1415,2538,True,1415,2538
1114,824,1938,False,824,1938
1115,867,55,True,867,55
1116,3542,3496,True,3542,3496
1117,1991,1519,True,1991,1519
1118,928,724,False,928,724
1119,2625,3428,True,2625,3428
1120,928,3353,True,928,3353
1121,2301,3077,True,2301,3077
1122,2451,1929,True,2451,1929
1123,3010,480,True,3010,480
1124,3651,3536,True,3651,3536
1125,2721,271,True,2721,271
1126,179,983,True,179,983
1127,2465,3752,True,2465,3752
1128,2603,551,True,2603,551
1129,800,352,True,800,352
1130,2959,1153,True,2959,1153
1131,2003,1826,True,2003,1826
1132,3566,1570,True,3566,1570
1133,3632,1592,False,3632,1592
1134,3080,1348,True,3080,1348
1135,538,3673,True,538,3673
1136,1415,2124,False,1415,2124
1137,1476,1857,True,1476,1857
1138,3684,2092,False,3684,2092
1139,1111,2460,True,1111,2460
1140,1394,2694,True,1394,2694
1141,280,1724,False,280,1724
1142,3099,3584,True,3099,3584
1143,655,1716,False,655,1716
1144,2671,246,False,2671,246
1145,3226,2316,True,3226,2316
1146,3747,2949,True,3747,2949
1147,1461,714,True,1461,714
1148,3548,3529,True,3548,3529
1149,1258,520,True,1258,520
1150,925,3754,False,925,3754
1151,1292,770,True,1292,770
1152,3473,3276,False,3473,3276
1153,278,2138,False,278,2138
1154,1232,1803,False,1232,1803
1155,3043,1132,True,3043,1132
1156,2205,1224,True,2205,1224
1157,455,1844,True,455,1844
1158,3499,2543,False,3499,2543
1159,3538,1333,True,3538,1333
1160,1370,2595,False,1370,2595
1161,3314,350,True,3314,350
1162,1315,743,False,1315,743
1163,803,963,True,803,963
1164,110,222,True,110,222
1165,1699,1524,True,1699,1524
1166,2745,283,False,2745,283
1167,992,3360,True,992,3360
1168,2037,425,True,2037,425
1169,608,3551,True,608,3551
1170,1684,3765,False,1684,3765
1171,1283,441,False,1283,441
1172,3115,570,True,3115,570
1173,1613,2660,True,1613,2660
1174,2039,3014,True,2039,3014
1175,849,530,True,849,530
1176,3218,1023,True,3218,1023
1177,889,1910,True,889,1910
1178,1727,2965,False,1727,2965
1179,3282,197,False,3282,197
1180,269,2796,True,269,2796
1181,2711,340,False,2711,340
1182,250,482,False,250,482
1183,1753,492,True,1753,492
1184,3057,3008,False,3057,3008
1185,940,3239,True,940,3239
1186,2079,3068,False,2079,3068
1187,3549,1519,False,3549,1519
1188,1055,199,True,1055,199
1189,125,1990,False,125,1990
1190,197,1548,True,197,1548
1191,3736,948,True,3736,948
1192,685,1167,True,685,1167
1193,2451,3567,True,2451,3567
1194,2205,2195,True,2205,2195
1195,2601,3643,True,2601,3643
1196,2821,368,True,2821,368
1197,906,1480,True,906,1480
1198,127,816,True,127,816
1199,17,724,False,17,724
1200,601,3443,False,601,3443
1201,2765,3252,False,2765,3252
1202,1850,3682,True,1850,3682
1203,177,362,False,177,362
1204,1518,785,False,1518,785
1205,3376,2401,True,3376,2401
1206,1665,142,True,1665,142
1207,3040,3365,True,3040,3365
1208,2787,2555,False,2787,2555
1209,806,2770,True,806,2770
1210,2701,349,True,2701,349
1211,1814,1776,True,1814,1776
1212,942,2270,False,942,2270
1213,678,1214,False,678,1214
1214,3715,622,True,3715,622
1215,3742,384,True,3742,384
1216,191,1865,True,191,1865
1217,1475,772,True,1475,772
1218,2219,2635,True,2219,2635
1219,395,1029,True,395,1029
1220,2934,3034,True,2934,3034
1221,226,1389,True,226,1389
1222,1187,2798,True,1187,2798
1223,2995,3256,True,2995,3256
1224,945,1751,False,945,1751
1225,3070,3165,True,3070,3165
1226,1876,2582,True,1876,2582
1227,1931,2766,True,1931,2766
1228,1348,1070,True,1348,1070
1229,3641,287,True,3641,287
1230,341,2652,True,341,2652
1231,3730,1181,False,3730,1181
1232,1484,1773,True,1484,1773
1233,3367,2590,True,3367,2590
1234,1912,967,True,1912,967
1235,3121,3416,False,3121,3416
1236,1850,1818,False,1850,1818
1237,237,115,True,237,115
1238,416,1932,True,416,1932
1239,1934,2999,True,1934,2999
1240,945,2316,True,945,2316
1241,1936,1170,True,1936,1170
1242,3075,2398,True,3075,2398
1243,810,2965,False,810,2965
1244,3257,3754,True,3257,3754
1245,2672,2279,True,2672,2279
1246,3684,3754,True,3684,3754
1247,1795,2937,True,1795,2937
1248,3615,1636,True,3615,1636
1249,1340,870,True,1340,870
1250,1711,1348,True,1711,1348
1251,1220,3414,True,1220,3414
1252,3549,648,False,3549,648
1253,3553,710,True,3553,710
1254,3212,1971,False,3212,1971
1255,1362,1174,True,1362,1174
1256,1247,568,True,1247,568
1257,68,2030,True,68,2030
1258,2004,1046,False,2004,1046
1259,1455,819,True,1455,819
1260,3633,2393,True,3633,2393
1261,670,2653,False,670,2653
1262,3451,1549,True,3451,1549
1263,1523,2731,False,1523,2731
1264,2960,3242,True,2960,3242
1265,1098,3753,False,1098,3753
1266,1403,2943,False,1403,2943
1267,1699,1537,True,1699,1537
1268,1466,841,True,1466,841
1269,1511,1654,True,1511,1654
1270,2803,333,True,2803,333
1271,1337,1131,True,1337,1131
1272,2251,3683,True,2251,3683
1273,721,1331,True,721,1331
1274,982,1234,False,982,1234
1275,1622,1673,True,1622,1673
1276,670,3506,True,670,3506
1277,3208,3770,True,3208,3770
1278,3098,2274,False,3098,2274
1279,2061,1604,True,2061,1604
1280,2838,536,True,2838,536
1281,1618,1698,True,1618,1698
1282,1211,2447,False,1211,2447
1283,713,2051,False,713,2051
1284,441,2970,False,441,2970
1285,1960,249,True,1960,249
1286,108,1995,False,108,1995
1287,1433,1293,True,1433,1293
1288,316,940,True,316,940
1289,372,434,True,372,434
1290,3070,2258,True,3070,2258
1291,424,1834,True,424,1834
1292,2957,1642,True,2957,1642
1293,2483,1873,True,2483,1873
1294,130,1287,False,130,1287
1295,1903,2561,False,1903,2561
1296,1664,1821,True,1664,1821
1297,1705,196,True,1705,196
1298,2374,142,True,2374,142
1299,3619,2295,False,3619,2295
1300,1976,3437,True,1976,3437
1301,2207,2704,True,2207,2704
1302,3184,596,True,3184,596
1303,993,2179,False,993,2179
1304,3183,1445,True,3183,1445
1305,2109,3702,False,2109,3702
1306,1900,954,True,1900,954
1307,491,2131,False,491,2131
1308,2029,3245,True,2029,3245
1309,2734,2176,False,2734,2176
1310,3638,797,True,3638,797
1311,2785,539,True,2785,539
1312,1750,984,True,1750,984
1313,2543,2895,True,2543,2895
1314,3541,1436,False,3541,1436
1315,1496,992,True,1496,992
1316,2543,2799,False,2543,2799
1317,166,3761,False,166,3761
1318,2306,1559,False,2306,1559
1319,912,60,True,912,60
1320,2669,610,True,2669,610
1321,2701,363,True,2701,363
1322,1687,2683,False,1687,2683
1323,2337,1070,True,2337,1070
1324,3516,615,True,3516,615
1325,527,3608,False,527,3608
1326,3575,968,True,3575,968
1327,1991,648,False,1991,648
1328,1442,3106,False,1442,3106
1329,846,3730,False,846,3730
1330,764,2315,True,764,2315
1331,3682,3026,False,3682,3026
1332,3747,145,False,3747,145
1333,555,235,True,555,235
1334,1942,1189,True,1942,1189
1335,1912,241,True,1912,241
1336,803,687,True,803,687
1337,228,1663,True,228,1663
1338,17,487,True,17,487
1339,1354,589,True,1354,589
1340,806,744,True,806,744
1341,741,1528,True,741,1528
1342,899,2512,True,899,2512
1343,901,183,True,901,183
1344,2599,2323,True,2599,2323
1345,2221,2984,True,2221,2984
1346,2777,1972,True,2777,1972
1347,1747,2841,True,1747,2841
1348,424,1937,True,424,1937
1349,3016,677,True,3016,677
1350,353,1866,True,353,1866
1351,250,3743,False,250,3743
1352,2286,2319,True,2286,2319
1353,2409,2128,True,2409,2128
1354,3169,2687,True,3169,2687
1355,1592,547,False,1592,547
1356,3724,3601,True,3724,3601
1357,844,3368,False,844,3368
1358,2550,458,True,2550,458
1359,3654,1014,True,3654,1014
1360,3038,389,True,3038,389
1361,1146,1541,True,1146,1541
1362,3561,2561,False,3561,2561
1363,224,3754,True,224,3754
1364,518,2362,True,518,2362
1365,3040,1440,True,3040,1440
1366,3208,748,True,3208,748
1367,2556,2685,True,2556,2685
1368,1627,3781,True,1627,3781
1369,1968,1770,False,1968,1770
1370,1045,785,False,1045,785
1371,3571,3532,True,3571,3532
1372,3477,1332,False,3477,1332
1373,630,183,True,630,183
1374,2,3557,True,2,3557
1375,2022,183,True,2022,183
1376,1281,2646,True,1281,2646
1377,3565,1933,False,3565,1933
1378,878,2201,True,878,2201
1379,1046,3443,True,1046,3443
1380,579,341,True,579,341
1381,2264,2281,False,2264,2281
1382,2636,64,True,2636,64
1383,1444,1021,True,1444,1021
1384,982,1062,True,982,1062
1385,3284,2275,False,3284,2275
1386,73,2954,True,73,2954
1387,1668,2673,True,1668,2673
1388,2746,2543,True,2746,2543
1389,2383,933,True,2383,933
1390,1671,2125,True,1671,2125
1391,3056,1136,False,3056,1136
1392,2980,3276,True,2980,3276
1393,2827,1404,True,2827,1404
1394,1941,2012,True,1941,2012
1395,449,1214,False,449,1214
1396,1981,2407,False,1981,2407
1397,704,1292,False,704,1292
1398,525,2934,True,525,2934
1399,3222,3014,False,3222,3014
1400,2252,2153,True,2252,2153
1401,1378,1714,True,1378,1714
1402,669,1039,True,669,1039
1403,749,3023,True,749,3023
1404,739,2449,True,739,2449
1405,1679,3071,False,1679,3071
1406,3171,2805,True,3171,2805
1407,723,2260,True,723,2260
1408,2914,3659,True,2914,3659
1409,3199,3348,False,3199,3348
1410,752,2086,True,752,2086
1411,3121,596,False,3121,596
1412,3247,811,True,3247,811
1413,2701,917,False,2701,917
1414,38,289,True,38,289
1415,1961,1058,True,1961,1058
1416,1030,3693,True,1030,3693
1417,2667,535,True,2667,535
1418,98,1057,True,98,1057
1419,3465,2971,True,3465,2971
1420,655,3222,False,655,3222
1421,3131,234,False,3131,234
1422,1881,445,True,1881,445
1423,655,3761,False,655,3761
1424,671,2993,False,671,2993
1425,3447,1330,True,3447,1330
1426,211,2764,True,211,2764
1427,2866,142,True,2866,142
1428,1576,382,True,1576,382
1429,1173,2259,True,1173,2259
1430,3578,2413,True,3578,2413
1431,666,1715,True,666,1715
1432,1425,840,True,1425,840
1433,2697,3246,False,2697,3246
1434,3466,724,False,3466,724
1435,2701,3237,True,2701,3237
1436,1465,1535,False,1465,1535
1437,3753,3252,False,3753,3252
1438,3747,538,True,3747,538
1439,3537,977,True,3537,977
1440,2826,2045,True,2826,2045
1441,143,1559,True,143,1559
1442,3295,1582,True,3295,1582
1443,798,2730,True,798,2730
1444,679,1297,True,679,1297
1445,63,3584,True,63,3584
1446,2250,2964,True,2250,2964
1447,1452,2498,False,1452,2498
1448,815,2277,True,815,2277
1449,2564,1206,False,2564,1206
1450,2106,314,True,2106,314
1451,792,3352,True,792,3352
1452,2026,1984,True,2026,1984
1453,250,2638,False,250,2638
1454,2928,3175,True,2928,3175
1455,1776,1423,True,1776,1423
1456,2517,2229,True,2517,2229
1457,2061,383,True,2061,383
1458,3546,3657,True,3546,3657
1459,824,1401,False,824,1401
1460,2707,1401,False,2707,1401
1461,2351,2868,False,2351,2868
1462,2347,1218,False,2347,1218
1463,2511,1469,True,2511,1469
1464,2694,547,True,2694,547
1465,2369,3166,False,2369,3166
1466,3266,3220,True,3266,3220
1467,608,1849,True,608,1849
1468,213,1691,True,213,1691
1469,104,1655,True,104,1655
1470,2109,1073,True,2109,1073
1471,2832,1079,True,2832,1079
1472,1121,969,True,1121,969
1473,1242,1802,True,1242,1802
1474,300,3765,False,300,3765
1475,3425,3303,True,3425,3303
1476,3021,3238,True,3021,3238
1477,1297,3717,True,1297,3717
1478,121,425,False,121,425
1479,2382,2740,False,2382,2740
1480,1913,3422,True,1913,3422
1481,167,1412,True,167,1412
1482,1098,3416,True,1098,3416
1483,1574,674,True,1574,674
1484,936,2566,True,936,2566
1485,2973,901,True,2973,901
1486,3156,634,False,3156,634
1487,1651,2555,False,1651,2555
1488,2163,157,True,2163,157
1489,2838,2737,True,2838,2737
1490,2588,1619,False,2588,1619
1491,180,192,True,180,192
1492,2218,3025,False,2218,3025
1493,3393,299,True,3393,299
1494,1596,3443,False,1596,3443
1495,3567,2575,True,3567,2575
1496,3757,2074,True,3757,2074
1497,2256,1495,True,2256,1495
1498,1379,223,True,1379,223
1499,3466,1369,False,3466,1369
1500,514,3585,False,514,3585
1501,2692,1093,True,2692,1093
1502,3491,343,True,3491,343
1503,2347,1304,True,2347,1304
1504,147,2692,False,147,2692
1505,1065,2350,True,1065,2350
1506,677,3290,True,677,3290
1507,3762,3765,False,3762,3765
1508,2130,3246,False,2130,3246
1509,788,3737,True,788,3737
1510,1425,209,True,1425,209
1511,3411,2160,True,3411,2160
1512,1211,2556,False,1211,2556
1513,2221,3732,True,2221,3732
1514,3699,3330,True,3699,3330
1515,2382,2589,False,2382,2589
1516,3676,195,True,3676,195
1517,1220,1355,True,1220,1355
1518,1488,2838,True,1488,2838
1519,3388,2648,False,3388,2648
1520,495,4,True,495,4
1521,1766,3661,True,1766,3661
1522,847,2997,True,847,2997
1523,2870,2677,False,2870,2677
1524,3480,163,False,3480,163
1525,298,346,True,298,346
1526,856,2714,True,856,2714
1527,188,2083,True,188,2083
1528,335,957,True,335,957
1529,1831,1173,True,1831,1173
1530,218,1602,False,218,1602
1531,1393,802,True,1393,802
1532,3446,3517,True,3446,3517
1533,2183,1449,False,2183,1449
1534,2975,2099,False,2975,2099
1535,472,1383,True,472,1383
1536,1079,1138,True,1079,1138
1537,3612,1248,False,3612,1248
1538,2787,1938,False,2787,1938
1539,561,627,True,561,627
1540,2345,3487,True,2345,3487
1541,2986,1457,True,2986,1457
1542,3466,3104,True,3466,3104
1543,1291,1004,False,1291,1004
1544,348,2314,True,348,2314
1545,2466,1537,True,2466,1537
1546,2692,2799,True,2692,2799
1547,1853,1930,True,1853,1930
1548,2274,390,True,2274,390
1549,2546,2710,True,2546,2710
1550,3075,1369,True,3075,1369
1551,1211,3237,False,1211,3237
1552,763,2239,True,763,2239
1553,3361,1739,True,3361,1739
1554,510,3443,False,510,3443
1555,2257,686,True,2257,686
1556,3371,2317,True,3371,2317
1557,2883,3051,True,2883,3051
1558,2904,554,True,2904,554
1559,1980,223,True,1980,223
1560,900,564,True,900,564
1561,3145,3303,True,3145,3303
1562,410,2503,False,410,2503
1563,1956,1916,False,1956,1916
1564,818,2333,True,818,2333
1565,2358,23,True,2358,23
1566,2927,246,True,2927,246
1567,2102,1142,True,2102,1142
1568,786,604,False,786,604
1569,587,318,True,587,318
1570,1156,1990,True,1156,1990
1571,2986,2046,True,2986,2046
1572,1785,1269,False,1785,1269
1573,3762,1849,False,3762,1849
1574,61,695,True,61,695
1575,203,3124,False,203,3124
1576,1347,736,True,1347,736
1577,237,1497,True,237,1497
1578,1608,477,False,1608,477
1579,2122,3479,True,2122,3479
1580,1101,891,False,1101,891
1581,72,1786,True,72,1786
1582,1999,2033,True,1999,2033
1583,1619,2165,True,1619,2165
1584,3691,785,False,3691,785
1585,3507,1917,True,3507,1917
1586,1534,2699,True,1534,2699
1587,2549,3702,False,2549,3702
1588,3598,596,False,3598,596
1589,889,894,True,889,894
1590,556,3161,True,556,3161
1591,581,3204,True,581,3204
1592,260,436,True,260,436
1593,647,2881,True,647,2881
1594,3780,2334,True,3780,2334
1595,2617,1494,True,2617,1494
1596,2430,84,True,2430,84
1597,1363,1227,True,1363,1227
1598,1753,804,True,1753,804
1599,2895,454,False,2895,454
1600,223,1210,True,223,1210
1601,927,3101,True,927,3101
1602,3267,607,True,3267,607
1603,3622,1716,False,3622,1716
1604,1736,2842,True,1736,2842
1605,3170,2686,False,3170,2686
1606,594,1938,False,594,1938
1607,2692,1453,True,2692,1453
1608,1116,411,True,1116,411
1609,3026,3304,False,3026,3304
1610,1521,2717,True,1521,2717
1611,1152,1826,True,1152,1826
1612,199,2144,True,199,2144
1613,2803,2350,True,2803,2350
1614,324,2519,True,324,2519
1615,1883,512,True,1883,512
1616,799,1099,True,799,1099
1617,2955,2495,False,2955,2495
1618,228,1611,True,228,1611
1619,1207,1581,True,1207,1581
1620,50,3094,False,50,3094
1621,3112,2293,True,3112,2293
1622,2102,1059,False,2102,1059
1623,1491,2939,True,1491,2939
1624,2109,244,True,2109,244
1625,2354,3695,True,2354,3695
1626,1019,1179,True,1019,1179
1627,1247,3170,False,1247,3170
1628,1987,1748,True,1987,1748
1629,211,2064,True,211,2064
1630,876,3623,True,876,3623
1631,40,876,True,40,876
1632,2049,3390,True,2049,3390
1633,3268,159,True,3268,159
1634,3431,1540,True,3431,1540
1635,3638,3471,True,3638,3471
1636,1663,2213,True,1663,2213
1637,704,413,False,704,413
1638,690,2724,True,690,2724
1639,1326,3574,True,1326,3574
1640,335,1559,True,335,1559
1641,3020,148,True,3020,148
1642,982,1332,False,982,1332
1643,2412,1349,True,2412,1349
1644,1284,2580,True,1284,2580
1645,2916,1909,False,2916,1909
1646,1558,3443,False,1558,3443
1647,2338,1537,True,2338,1537
1648,2627,1594,True,2627,1594
1649,1491,1044,True,1491,1044
1650,1211,2047,False,1211,2047
1651,3244,804,True,3244,804
1652,2544,1849,False,2544,1849
1653,2446,3765,False,2446,3765
1654,2240,2876,True,2240,2876
1655,1996,2034,False,1996,2034
1656,1841,2147,True,1841,2147
1657,480,3701,True,480,3701
1658,1924,3307,True,1924,3307
1659,1840,457,True,1840,457
1660,424,3404,False,424,3404
1661,1455,3211,True,1455,3211
1662,3280,2275,False,3280,2275
1663,2022,1161,True,2022,1161
1664,3222,1716,False,3222,1716
1665,2263,1789,True,2263,1789
1666,485,464,True,485,464
1667,1254,2178,True,1254,2178
1668,311,1972,True,311,1972
1669,3615,407,True,3615,407
1670,2134,2801,False,2134,2801
1671,3146,3128,True,3146,3128
1672,2500,3198,True,2500,3198
1673,3372,3738,True,3372,3738
1674,9,443,True,9,443
1675,837,891,False,837,891
1676,3459,112,True,3459,112
1677,1781,1150,True,1781,1150
1678,429,937,True,429,937
1679,3380,1895,True,3380,1895
1680,3734,2668,False,3734,2668
1681,3677,2020,True,3677,2020
1682,256,1519,True,256,1519
1683,3269,1906,True,3269,1906
1684,3551,1603,True,3551,1603
1685,141,3749,False,141,3749
1686,1204,836,True,1204,836
1687,2880,937,True,2880,937
1688,269,1894,True,269,1894
1689,2909,1564,True,2909,1564
1690,1645,980,True,1645,980
1691,3684,1319,False,3684,1319
1692,924,2479,True,924,2479
1693,429,2327,False,429,2327
1694,3325,1990,False,3325,1990
1695,1880,3544,True,1880,3544
1696,660,3033,True,660,3033
1697,517,160,False,517,160
1698,561,2380,True,561,2380
1699,494,2761,True,494,2761
1700,1779,2860,True,1779,2860
1701,3158,277,False,3158,277
1702,2038,1102,True,2038,1102
1703,3075,737,False,3075,737
1704,2019,3608,False,2019,3608
1705,3284,879,True,3284,879
1706,2822,2689,True,2822,2689
1707,1119,1652,False,1119,1652
1708,1734,1353,True,1734,1353
1709,1807,1519,True,1807,1519
1710,2543,1093,False,2543,1093
1711,2969,2303,True,2969,2303
1712,1462,1193,True,1462,1193
1713,1562,2672,True,1562,2672
1714,76,2550,True,76,2550
1715,930,1666,True,930,1666
1716,2263,2669,True,2263,2669
1717,3712,3320,True,3712,3320
1718,3326,3124,False,3326,3124
1719,717,1954,True,717,1954
1720,1730,106,True,1730,106
1721,2559,1729,True,2559,1729
1722,2312,1400,True,2312,1400
1723,239,1369,False,239,1369
1724,1419,1420,False,1419,1420
1725,1513,1850,False,1513,1850
1726,2864,2696,True,2864,2696
1727,1531,780,True,1531,780
1728,1723,2293,True,1723,2293
1729,1550,1095,True,1550,1095
1730,3281,1559,True,3281,1559
1731,1343,3746,True,1343,3746
1732,536,303,True,536,303
1733,792,362,False,792,362
1734,2379,1551,True,2379,1551
1735,1212,281,True,1212,281
1736,1423,3367,True,1423,3367
1737,572,1696,True,572,1696
1738,1390,2487,True,1390,2487
1739,316,2561,False,316,2561
1740,370,785,False,370,785
1741,1832,1300,False,1832,1300
1742,2526,976,False,2526,976
1743,3153,2078,True,3153,2078
1744,1369,3468,False,1369,3468
1745,2703,3276,True,2703,3276
1746,1773,1181,False,1773,1181
1747,125,3730,False,125,3730
1748,1735,327,True,1735,327
1749,58,1641,True,58,1641
1750,2701,2526,True,2701,2526
1751,90,418,True,90,418
1752,1716,166,True,1716,166
1753,951,2978,True,951,2978
1754,1745,529,True,1745,529
1755,3127,664,True,3127,664
1756,1542,2809,True,1542,2809
1757,2864,1938,False,2864,1938
1758,363,1084,True,363,1084
1759,3448,116,True,3448,116
1760,3098,3094,False,3098,3094
1761,860,3651,True,860,3651
1762,3380,3028,True,3380,3028
1763,716,2979,True,716,2979
1764,2233,1214,False,2233,1214
1765,2957,2867,True,2957,2867
1766,1008,2166,True,1008,2166
1767,36,1375,True,36,1375
1768,3055,2449,False,3055,2449
1769,1483,3,True,1483,3
1770,2750,1489,True,2750,1489
1771,2794,2387,True,2794,2387
1772,203,1443,True,203,1443
1773,842,54,True,842,54
1774,3032,3188,False,3032,3188
1775,3098,1834,False,3098,1834
1776,1463,2315,False,1463,2315
1777,1510,2278,False,1510,2278
1778,898,1033,False,898,1033
1779,3007,3124,False,3007,3124
1780,3493,2143,True,3493,2143
1781,812,3232,True,812,3232
1782,1290,2236,True,1290,2236
1783,3762,546,True,3762,546
1784,2133,3484,True,2133,3484
1785,3043,724,False,3043,724
1786,2751,1674,False,2751,1674
1787,1746,2775,True,1746,2775
1788,3625,785,False,3625,785
1789,907,1920,True,907,1920
1790,311,1995,False,311,1995
1791,219,2937,True,219,2937
1792,1040,3269,True,1040,3269
1793,2695,2515,True,2695,2515
1794,697,118,True,697,118
1795,470,1820,True,470,1820
1796,57,3534,True,57,3534
1797,2470,3027,True,2470,3027
1798,2877,2571,True,2877,2571
1799,1241,3094,False,1241,3094
1800,1031,2622,False,1031,2622
1801,521,914,False,521,914
1802,2164,1854,True,2164,1854
1803,2780,2039,True,2780,2039
1804,441,3084,False,441,3084
1805,2452,701,True,2452,701
1806,1433,891,False,1433,891
1807,3583,169,False,3583,169
1808,2585,584,True,2585,584
1809,1977,1027,True,1977,1027
1810,1104,290,False,1104,290
1811,3752,2851,True,3752,2851
1812,3445,708,True,3445,708
1813,257,1995,False,257,1995
1814,1962,3573,True,1962,3573
1815,2757,891,False,2757,891
1816,2746,179,True,2746,179
1817,1760,3317,True,1760,3317
1818,765,2088,False,765,2088
1819,3613,3521,True,3613,3521
1820,1986,3246,False,1986,3246
1821,2549,1694,True,2549,1694
1822,3508,3026,False,3508,3026
1823,3415,617,True,3415,617
1824,3453,1187,True,3453,1187
1825,602,1649,True,602,1649
1826,2785,83,True,2785,83
1827,2745,1966,False,2745,1966
1828,3163,1159,True,3163,1159
1829,1245,1526,True,1245,1526
1830,1108,959,True,1108,959
1831,3697,566,True,3697,566
1832,1558,3441,True,1558,3441
1833,2701,2447,False,2701,2447
1834,3453,1341,False,3453,1341
