pp_idx,ppci_idx,name,vn_kv,isolated,sw_only
954,954,CNN_62E_E_11932_3,110.0,False,True
955,955,CNN_62101.180/10 W6A blau_E_2646,110.0,False,False
956,956,CNN_60007.66/9 C6/1A grün_E_6035,110.0,False,False
957,957,CNN_589U1_E_5495_6,110.0,False,False
958,958,CNN_0504200739130001379040_E_551,110.0,False,False
959,959,CNN_279A_J_14978_5,20.0,False,False
960,960,CNN_1010092240070096140408_E_331,110.0,False,False
961,961,CNN_0505071241190465481030_E_467,110.0,False,False
962,962,CNN_122U_E_5493_36,110.0,False,True
963,963,CNN_0504220831140527826663_E_222,110.0,False,False
964,964,CNN_459B_J_3360_20,20.0,False,False
965,965,CNN_413U1_E_12882_1,110.0,True,False
966,966,CNN_0504171015500013196403_E_275,110.0,False,True
967,967,CNN_1010092240070143668020_C_185,380.0,False,False
968,968,CNN_0505061617000975065868_E_4_1,110.0,False,False
969,969,CNN_205B_E_1057_10,110.0,False,True
970,970,CNN_423E_E_22253_8,110.0,False,False
971,971,CNN_68002.38 E6 blau_E_14_1,110.0,False,False
972,972,CNN_1611022028260005063975_E_185,110.0,False,False
973,973,CNN_588_E_5520_8,110.0,False,False
974,974,CNN_685_E_10368_11,110.0,False,True
975,975,CNN_64001.39s U6/1 gelb_E_2751_3,110.0,False,False
976,976,CNN_613U_E_5509_35,110.0,False,True
977,977,CNN_588X_E_5523_7,110.0,False,False
978,978,CNN_1001171505080210668640_E_918,110.0,False,True
979,979,CNN_711_E_9183_12,110.0,False,True
980,980,CNN_1005090922020555333318_E_103,110.0,False,False
981,981,CNN_590B_E_5518_8,110.0,False,False
982,982,CNN_1U_E_5515_11,110.0,False,True
983,983,CNN_625_E_1053_1,110.0,False,False
984,984,CNN_60001.66 C6/2 gelb_E_5530_3,110.0,False,False
985,985,CNN_113F_J_21809_14,20.0,False,True
986,986,CNN_118_E_22257_15,110.0,False,True
987,987,CNN_182_E_1060_9,110.0,False,True
988,988,CNN_339H_J_3336_4,6.0,False,True
989,989,CNN_0503201540000289486407_E_917,110.0,False,True
990,990,CNN_588X_E_5523_19,110.0,True,True
991,991,CNN_625_H_19826_2,30.0,False,True
992,992,CNN_395A_E_20331_14,110.0,False,True
993,993,CNN_640_J_3613_134,20.0,True,True
994,994,CNN_F9R_C_18522_27,380.0,False,True
995,995,CNN_51001.91a W5/2 blau_E_14726_,110.0,True,True
996,996,CNN_62101.180/10 W6B blau_E_2646,110.0,False,True
997,997,CNN_F9R_C_18522_44,380.0,False,True
998,998,CNN_442A_E_12892_8,110.0,False,True
999,999,CNN_486E_J_10395_6,10.0,False,True
1000,1000,CNN_A630D6__29039_21,10.0,True,True
1001,1001,CNN_253Q_J_26130_7,6.0,False,True
1002,1002,CNN_173A_C_18538_31,380.0,False,True
1003,1003,CNN_268N_J_26135_7,6.0,False,True
1004,1004,CNN_229H2_E_10_12,110.0,False,True
1005,1005,CNN_0505061756290233927735_E_185,110.0,False,False
1006,1006,CNN_28C_E_14727_9,110.0,True,True
1007,1007,CNN_1U_J_5646_48,20.0,False,True
1008,1008,CNN_0504190925320003861097_E_550,110.0,False,True
1009,1009,CNN_1011072053110752099520_E_197,110.0,False,False
1010,1010,CNN_182_J_1062_111,20.0,False,True
1011,1011,CNN_173A_E_24_59,110.0,False,True
1012,1012,CNN_0504190956300859761468_E_218,110.0,False,True
1013,1013,CNN_711_E_9183_6,110.0,False,False
1014,1014,CNN_41M_E_20328_5,110.0,False,False
1015,1015,CNN_0612220900190239481792_E_552,110.0,False,False
1016,1016,CNN_173A_E_24_3,110.0,True,False
1017,1017,CNN_182Z_E_8_25,110.0,True,True
1018,1018,CNN_62101.180/10 W6A blau_E_2646,110.0,False,True
1019,1019,CNN_423E_E_22253_14,110.0,False,True
1020,1020,CNN_0505101121490099191088_E_333,110.0,False,False
1021,1021,CNN_229H2_E_10_6,110.0,False,False
1022,1022,CNN_1103170726430057675944_E_331,110.0,False,True
1023,1023,CNN_339H_E_3335_1,110.0,False,False
1024,1024,CNN_589U1_E_5495_27,110.0,False,True
1025,1025,CNN_11351.122 O11 rot_E_31201_1,110.0,False,False
1026,1026,CNN_0503201540000118537055_E_918,110.0,False,False
1027,1027,CNN_486E_E_10392_1,110.0,False,False
1028,1028,CNN_11651.119 K11 blau_E_31061_3,110.0,False,False
1029,1029,CNN_613U_E_5509_8,110.0,False,False
1030,1030,CNN_113F_J_21810_4,3.0,False,False
1031,1031,CNN_719_J_10788_79,20.0,True,True
1032,1032,CNN_55U_J_12897_28,20.0,False,True
1033,1033,CNN_713_E_10374_4,110.0,True,True
1034,1034,CNN_F102NS_E_5501_16,110.0,False,True
1035,1035,CNN_57R_J_11928_7,20.0,True,False
1036,1036,CNN_542U1_J_4277_67,20.0,True,True
1037,1037,CNN_1011072053110752099520_E_197,110.0,False,True
1038,1038,CNN_428_E_27_11,110.0,False,False
1039,1039,CNN_F675B_J_29025_2,6.0,False,True
1040,1040,CNN_389A_E_2769_8,110.0,False,True
1041,1041,CNN_625_D_18527_7,220.0,False,True
1042,1042,CNN_0504131449550061278761_E_290,110.0,False,False
1043,1043,CNN_0503251528580490584450_E_103,110.0,False,True
1044,1044,CNN_4543.95 Füssen West ge_D_198,220.0,False,False
1045,1045,CNN_173A_E_24_60,110.0,False,True
1046,1046,CNN_173A_E_24_17,110.0,False,False
1047,1047,CNN_630C2_J_29037_1,10.0,False,False
1048,1048,CNN_1111042239390234391664_E_284,110.0,False,False
1049,1049,CNN_279A_J_14978_8,20.0,False,False
1050,1050,CNN_1011072053110343234749_E_197,110.0,False,True
1051,1051,CNN_1111042223130154665210_E_284,110.0,False,False
1052,1052,CNN_391L_J_31208_16,10.0,True,True
1053,1053,CNN_413U1_E_12882_6,110.0,False,False
1054,1054,CNN_0504191310140029728608_E_217,110.0,False,False
1055,1055,CNN_391L_J_31208_17,10.0,True,True
1056,1056,CNN_48U_E_5535_6,110.0,True,False
1057,1057,CNN_0504190848360160824960_E_550,110.0,False,False
1058,1058,CNN_288K_J_2357_11,20.0,False,False
1059,1059,CNN_732M_E_28473_1,110.0,False,False
1060,1060,CNN_229H2_E_10_21,110.0,True,True
1061,1061,CNN_0603240901060385321800_E_198,110.0,False,False
1062,1062,CNN_1U_E_5515_2,110.0,False,True
1063,1063,CNN_631B_J_2_6,3.0,False,False
1064,1064,CNN_712_E_18556_7,110.0,True,True
1065,1065,CNN_632_E_28482_11,110.0,False,True
1066,1066,CNN_63501.156 W6 blau_E_26463_2,110.0,False,True
1067,1067,CNN_122U_E_5493_44,110.0,False,True
1068,1068,CNN_0503201816360000496392_E_107,110.0,False,False
1069,1069,CNN_2Z_E_5490_7,110.0,False,False
1070,1070,CNN_F102NS_E_5501_7,110.0,False,True
1071,1071,CNN_335B_E_3351_1,110.0,False,False
1072,1072,CNN_249K_E_3342_13,110.0,False,True
1073,1073,CNN_423E_E_22253_3,110.0,False,True
1074,1074,CNN_AMP1_C_19828_9,380.0,False,True
1075,1075,CNN_529N_E_28_11,110.0,False,True
1076,1076,CNN_589U1_E_5495_10,110.0,False,False
1077,1077,CNN_249K_J_29023_5,6.0,False,True
1078,1078,CNN_697S_C_18536_4,380.0,False,True
1079,1079,CNN_866_E_468_13,110.0,False,True
1080,1080,CNN_866_E_468_7,110.0,False,False
1081,1081,CNN_423E_J_22251_83,20.0,False,True
1082,1082,CNN_734_E_18551_19,110.0,False,True
1083,1083,CNN_0511161130420335553666_E_550,110.0,False,True
1084,1084,CNN_613U_E_5509_18,110.0,False,True
1085,1085,CNN_630C2_E_29031_13,110.0,False,True
1086,1086,CNN_631B_J_2_21,3.0,False,True
1087,1087,CNN_697S_E_2764_34,110.0,False,True
1088,1088,CNN_1011072033470024663500_E_276,110.0,False,True
1089,1089,CNN_613U_E_5509_29,110.0,False,True
1090,1090,CNN_613A_E_5503_39,110.0,False,True
1091,1091,CNN_605U1_J_20814_13,20.0,False,False
1092,1092,CNN_719_J_10788_78,20.0,False,True
1093,1093,CNN_625_E_1053_30,110.0,False,True
1094,1094,CNN_0505101121490234838464_E_333,110.0,False,True
1095,1095,CNN_173A_E_24_1,110.0,False,False
1096,1096,CNN_0503191711250199636244_E_171,110.0,False,False
1097,1097,CNN_268O_J_26139_2,6.0,False,True
1098,1098,CNN_428_E_27_23,110.0,False,True
1099,1099,CNN_340M_J_13434_46,20.0,False,True
1100,1100,CNN_179U_E_9171_14,110.0,False,False
1101,1101,CNN_122U_E_5493_48,110.0,False,True
1102,1102,CNN_459B_E_3358_7,110.0,False,False
1103,1103,CNN_645_J_1_19,3.0,True,True
1104,1104,CNN_118_E_22257_12,110.0,False,True
1105,1105,CNN_57R_E_11929_9,110.0,False,False
1106,1106,CNN_395A_E_20331_5,110.0,True,False
1107,1107,CNN_1206172141070008005690_E_549,110.0,False,True
1108,1108,CNN_279A_J_14978_51,20.0,False,True
1109,1109,CNN_173A_E_24_48,110.0,False,True
1110,1110,CNN_168F_J_1344_39,20.0,False,True
1111,1111,CNN_0504131449550061278761_E_290,110.0,False,True
1112,1112,CNN_1102021624450231749824_E_197,110.0,False,False
1113,1113,CNN_734_E_18551_7,110.0,False,False
1114,1114,CNN_18O_E_5498_4,110.0,False,False
1115,1115,CNN_1603051632190015413174_E_185,110.0,True,True
1116,1116,CNN_182Z_E_8_32,110.0,False,True
1117,1117,CNN_2Z_J_5489_5,20.0,False,False
1118,1118,CNN_4543.99 K11 blau_E_31059_2,110.0,False,True
1119,1119,CNN_265_J_13697_152,20.0,True,True
1120,1120,CNN_1005091124510388900827_E_296,110.0,False,False
1121,1121,CNN_205B_E_1057_2,110.0,False,True
1122,1122,CNN_F12R_C_18529_17,380.0,False,True
1123,1123,CNN_529N_E_28_9,110.0,False,True
1124,1124,CNN_173A_C_18538_4,380.0,False,False
1125,1125,CNN_1512291016090149800938_E_197,110.0,False,False
1126,1126,CNN_724D_E_3324_3,110.0,False,False
1127,1127,CNN_229H2_E_10_15,110.0,False,True
1128,1128,CNN_423E_J_22251_156,20.0,True,True
1129,1129,CNN_0504171610540257452641_E_284,110.0,False,True
1130,1130,CNN_205B_E_1057_7,110.0,False,True
1131,1131,CNN_11501.86 V11 gelb_E_31065_3,110.0,False,False
1132,1132,CNN_F9R_C_18522_31,380.0,False,True
1133,1133,CNN_395A_E_20331_4,110.0,False,True
1134,1134,CNN_1311302212320143293524_E_335,110.0,False,False
1135,1135,CNN_268O_E_26138_2,110.0,False,True
1136,1136,CNN_712_E_18556_24,110.0,False,True
1137,1137,CNN_651_E_11941_1,110.0,True,False
1138,1138,CNN_866_E_468_14,110.0,False,True
1139,1139,CNN_28C_J_14732_4,20.0,False,False
1140,1140,CNN_625W_E_10378_14,110.0,False,True
1141,1141,CNN_1502222036410050473800_E_335,110.0,False,False
1142,1142,CNN_732M_E_28473_4,110.0,False,False
1143,1143,CNN_66001.48a O6/1 blau_E_19747_,110.0,False,True
1144,1144,CNN_729_J_28457_1,20.0,False,False
1145,1145,CNN_0504190848360363697221_E_212,110.0,False,False
1146,1146,CNN_0505061756290233927735_E_185,110.0,False,True
1147,1147,CNN_413U1_J_12844_20,20.0,True,False
1148,1148,CNN_729_E_28454_9,110.0,False,False
1149,1149,CNN_0504161349110124162605_E_147,110.0,True,True
1150,1150,CNN_61501.37N X6/1 grün_E_5521_4,110.0,False,False
1151,1151,CNN_391L_J_31208_18,10.0,True,True
1152,1152,CNN_590B_E_5518_14,110.0,False,True
1153,1153,CNN_0505100928370003614135_E_334,110.0,False,False
1154,1154,CNN_0504171610540257452641_E_284,110.0,False,False
1155,1155,CNN_0505101433070086502096_E_284,110.0,False,False
1156,1156,CNN_F10R_C_18519_27,380.0,False,True
1157,1157,CNN_1611022022200188204214_E_276,110.0,False,False
1158,1158,CNN_629_E_19739_2,110.0,False,False
1159,1159,CNN_866_E_468_5,110.0,False,False
1160,1160,CNN_F8R_C_18521_41,380.0,True,True
1161,1161,CNN_734_E_18551_38,110.0,False,True
1162,1162,CNN_0504131138390571135374_E_290,110.0,False,False
1163,1163,CNN_F102NS_E_5501_33,110.0,False,True
1164,1164,CNN_1611022022200074761280_E_276,110.0,False,False
1165,1165,CNN_0505071054350313753552_E_296,110.0,False,True
1166,1166,CNN_0505101121490234838464_E_333,110.0,False,False
1167,1167,CNN_645_J_1_6,3.0,True,True
1168,1168,CNN_288K_E_13_4,110.0,True,False
1169,1169,CNN_0505100743570264919234_E_261,110.0,False,False
1170,1170,CNN_0503251749520119771886_E_103,110.0,False,False
1171,1171,CNN_712_E_18556_37,110.0,False,True
1172,1172,CNN_55U_E_12886_9,110.0,False,True
1173,1173,CNN_685A_E_10357_9,110.0,False,True
1174,1174,CNN_649A_E_19364_4,110.0,False,False
1175,1175,CNN_122U_E_5493_62,110.0,False,True
1176,1176,CNN_0505071054340764151360_E_139,110.0,False,False
1177,1177,CNN_0505101121490234838464_E_333,110.0,False,False
1178,1178,CNN_0505101235080006856174_E_332,110.0,False,False
1179,1179,CNN_423E_E_22253_6,110.0,False,False
1180,1180,CNN_613U_E_5509_37,110.0,False,True
1181,1181,CNN_F10R_C_18519_2,380.0,True,True
1182,1182,CNN_144G_E_138_3,110.0,False,True
1183,1183,CNN_60007.66/9 C6/2A gelb_E_6037,110.0,False,False
1184,1184,CNN_173A_E_24_43,110.0,False,True
1185,1185,CNN_0612220900190299847915_E_552,110.0,False,False
1186,1186,CNN_685B_E_10359_7,110.0,False,True
1187,1187,CNN_253H_E_26118_11,110.0,False,True
1188,1188,CNN_0503191711250225522485_E_171,110.0,False,False
1189,1189,CNN_645_J_1_14,3.0,True,True
1190,1190,CNN_730_E_2750_4,110.0,False,False
1191,1191,CNN_423E_J_22251_29,20.0,False,False
1192,1192,CNN_711_E_9183_14,110.0,False,True
1193,1193,CNN_0602241915490484204740_E_103,110.0,False,False
1194,1194,CNN_62E_E_11932_11,110.0,False,True
1195,1195,CNN__E_5_1,110.0,False,False
1196,1196,CNN_36W_J_14449_13,20.0,True,False
1197,1197,CNN_182Z_E_8_11,110.0,False,False
1198,1198,CNN_1604041726400054850519_E_17_,110.0,False,False
1199,1199,CNN_113F_E_21808_6,110.0,False,False
1200,1200,CNN_0504171705280054636210_E_218,110.0,False,True
1201,1201,CNN_0504200739130001379040_E_551,110.0,False,False
1202,1202,CNN_542Q2_J_26142_2,6.0,False,True
1203,1203,CNN_179M_E_9174_11,110.0,False,True
1204,1204,CNN_648E_E_1054_13,110.0,False,True
1205,1205,CNN_630C2_J_29032_20,10.0,True,True
1206,1206,CNN_28C_J_14732_1,20.0,True,False
1207,1207,CNN_630Z3_J_29041_3,6.0,False,True
1208,1208,CNN_F8R_C_18521_37,380.0,False,True
1209,1209,CNN_613A_E_5503_1,110.0,False,False
1210,1210,CNN_712_E_18556_19,110.0,False,True
1211,1211,CNN_613U_E_5509_3,110.0,False,True
1212,1212,CNN_0504190925320189865236_E_212,110.0,False,True
1213,1213,CNN_732_E_28451_15,110.0,False,True
1214,1214,CNN_630F2_E_3309_3,110.0,True,True
1215,1215,CNN_UW-Westtirol_D_19819_13,220.0,False,True
1216,1216,CNN_60007.66/9 C6/1A grün_E_6035,110.0,False,False
1217,1217,CNN_F102NS_E_5501_12,110.0,False,False
1218,1218,CNN_685B_E_10359_1,110.0,False,False
1219,1219,CNN_542U1_E_26147_12,110.0,False,True
1220,1220,CNN_0805161413360569997183_E_193,110.0,False,True
1221,1221,CNN_640_J_3613_36,20.0,False,True
1222,1222,CNN__E_10370_1,110.0,False,False
1223,1223,CNN_0505081724190140747694_E_310,110.0,False,True
1224,1224,CNN_36W_E_11931_2,110.0,False,True
1225,1225,CNN_713_J_10383_13,10.0,True,True
1226,1226,CNN_A630D6_E_29038_1,110.0,False,False
1227,1227,CNN_182Z_E_8_22,110.0,False,True
1228,1228,CNN_309G_E_19746_4,110.0,False,False
1229,1229,CNN_66001.11 O6/2 grün_E_19733_1,110.0,False,False
1230,1230,CNN_F8R_C_18521_20,380.0,False,True
1231,1231,CNN_0505101149170216485031_E_333,110.0,False,False
1232,1232,CNN_31U1_E_14720_11,110.0,True,True
1233,1233,CNN__E_6_1,110.0,False,False
1234,1234,CNN_1U_E_5515_5,110.0,True,False
1235,1235,CNN_118_J_4633_8,20.0,False,False
1236,1236,CNN_181B_E_26459_3,110.0,False,True
1237,1237,CNN_0504211825170010820143_E_293,110.0,False,False
1238,1238,CNN_0505071054350468918038_E_106,110.0,False,False
1239,1239,CNN_1604041726400144776820_E_15_,110.0,False,False
1240,1240,CNN_630A4_E_3320_1,110.0,False,False
1241,1241,CNN_F12R_C_18529_1,380.0,False,False
1242,1242,CNN_69001.234 R6/1 violett_E_261,110.0,False,True
1243,1243,CNN_0505101157210628754896_E_333,110.0,False,False
1244,1244,CNN_F102NS_E_5501_17,110.0,False,True
1245,1245,CNN_11351.122 O11 rot_E_31201_2,110.0,False,True
1246,1246,CNN_0504131447000506983099_E_290,110.0,False,True
1247,1247,CNN_182Z_E_8_4,110.0,False,True
1248,1248,CNN_55U_J_12897_1,20.0,False,False
1249,1249,CNN_31U1_J_14576_54,20.0,True,True
1250,1250,CNN_51001.91a W5/2 blau_E_14726_,110.0,True,False
1251,1251,CNN_542U1_E_26147_8,110.0,False,True
1252,1252,CNN_265_E_11933_12,110.0,False,True
1253,1253,CNN_685_E_10368_14,110.0,False,True
1254,1254,CNN_F5S_E_5502_6,110.0,False,True
1255,1255,CNN_192_E_16_1,110.0,False,False
1256,1256,CNN_1311302224290037197069_E_103,110.0,False,True
1257,1257,CNN_1603051658150093599388_E_18_,110.0,False,False
1258,1258,CNN_57R_E_11929_17,110.0,False,True
1259,1259,CNN_613U_H_18543_1,30.0,False,False
1260,1260,CNN_F8R_C_18521_23,380.0,False,True
1261,1261,CNN_625W_J_10382_8,20.0,True,True
1262,1262,CNN_649A_J_19369_38,3.0,False,True
1263,1263,CNN_0504161417290881589544_E_147,110.0,False,False
1264,1264,CNN_69001.224 R6/1 violett_E_261,110.0,False,True
1265,1265,CNN_613U_H_18540_1,30.0,False,False
1266,1266,CNN_1403301322070756819756_E_135,110.0,False,False
1267,1267,CNN_0505100840540078687510_E_261,110.0,False,False
1268,1268,CNN_57R_E_11929_12,110.0,False,True
1269,1269,CNN_102N_J_21820_8,20.0,True,False
1270,1270,CNN_192_J_23928_7,20.0,False,False
1271,1271,CNN_113F_J_21809_16,20.0,False,True
1272,1272,CNN_0503201207150114124435_E_128,110.0,False,True
1273,1273,CNN_309G_E_19746_3,110.0,False,True
1274,1274,CNN_1111042223130154665210_E_284,110.0,False,False
1275,1275,CNN_62E_E_11932_1,110.0,False,False
1276,1276,CNN_64001.40 U6/2 blau_E_2757_3,110.0,False,False
1277,1277,CNN_122U_C_19834_1,380.0,False,False
1278,1278,CNN_0503201540000054143280_E_917,110.0,False,False
1279,1279,CNN_179U_E_9171_5,110.0,False,True
1280,1280,CNN_529N_E_28_6,110.0,False,False
1281,1281,CNN_0504171444070030958046_E_218,110.0,False,True
1282,1282,CNN_0504131138390013512033_E_290,110.0,False,True
1283,1283,CNN_625_E_1053_37,110.0,False,True
1284,1284,CNN_309G_J_2475_57,20.0,False,True
1285,1285,CNN_590B_E_5518_20,110.0,False,True
1286,1286,CNN_F10R_C_18519_21,380.0,False,True
1287,1287,CNN_144G_E_138_2,110.0,True,True
1288,1288,CNN_630F2_E_3309_25,110.0,False,True
1289,1289,CNN_182_E_1060_13,110.0,False,True
1290,1290,CNN_301N_E_3333_12,110.0,False,True
1291,1291,CNN_229H2_E_10_3,110.0,True,True
1292,1292,CNN_182Z_E_8_17,110.0,False,True
1293,1293,CNN_122U_E_5493_63,110.0,False,True
1294,1294,CNN_632_E_28482_2,110.0,True,True
1295,1295,CNN_630F2_E_3309_28,110.0,True,True
1296,1296,CNN_60501.207 V11 schwarz_E_25_3,110.0,False,False
1297,1297,CNN_F613S_E_21798_8,110.0,False,True
1298,1298,CNN_268O_J_26139_6,6.0,False,True
1299,1299,CNN_2Z_E_5490_2,110.0,False,True
1300,1300,CNN_265_J_13697_129,20.0,True,True
1301,1301,CNN_1304170736280037317024_E_163,110.0,False,True
1302,1302,CNN_118_E_22257_4,110.0,False,False
1303,1303,CNN_625_D_18527_1,220.0,False,False
1304,1304,CNN_685B_E_10359_2,110.0,False,True
1305,1305,CNN_2U_J_6794_38,10.0,False,True
1306,1306,CNN_69001.235 R6/1 violett_E_261,110.0,False,False
1307,1307,CNN_69001.148a R6/1 blau_E_26145,110.0,False,True
1308,1308,CNN_F10R_C_18519_23,380.0,False,True
1309,1309,CNN_631B_J_2_26,3.0,False,True
1310,1310,CNN_0503191711250225522485_E_171,110.0,False,True
1311,1311,CNN_F9R_C_18522_2,380.0,True,True
1312,1312,CNN_0503251528580835993008_E_103,110.0,False,False
1313,1313,CNN_0504140855350066948533_E_331,110.0,False,False
1314,1314,CNN_121K_E_20325_6,110.0,False,False
1315,1315,CNN_2Z_E_5490_3,110.0,True,True
1316,1316,CNN_640_E_3354_4,110.0,False,False
1317,1317,CNN_701_E_2753_3,110.0,False,True
1318,1318,CNN_1U_J_5646_120,20.0,True,True
1319,1319,CNN_69C_E_21248_2,110.0,True,True
1320,1320,CNN_122U_J_12951_41,20.0,True,True
1321,1321,CNN_613U_E_5509_1,110.0,False,False
1322,1322,CNN_301N_E_3333_5,110.0,False,False
1323,1323,CNN_459B_E_3358_14,110.0,False,True
1324,1324,CNN_265_J_13697_150,20.0,True,True
1325,1325,CNN_632_E_28482_10,110.0,False,True
1326,1326,CNN_AMP1_C_19828_3,380.0,False,True
1327,1327,CNN_545G_E_16304_3,110.0,False,False
1328,1328,CNN_490M_J_3330_5,6.0,False,True
1329,1329,CNN_41M_E_20328_8,110.0,False,True
1330,1330,CNN_645_E_19359_2,110.0,False,False
1331,1331,CNN_629_E_19739_1,110.0,False,False
1332,1332,CNN_1U_E_5515_3,110.0,True,True
1333,1333,CNN_66001.48a O6/2 grün_E_19734_,110.0,False,False
1334,1334,CNN_31U1_E_14720_8,110.0,True,True
1335,1335,CNN_1603051632190015413174_E_185,110.0,True,False
1336,1336,CNN_113F_E_21808_29,110.0,False,True
1337,1337,CNN_11501.86 V11 gelb_E_31065_2,110.0,False,True
1338,1338,CNN_28C_E_14727_1,110.0,True,False
1339,1339,CNN_0505101121490099191088_E_333,110.0,False,False
1340,1340,CNN_734_E_18551_27,110.0,False,True
1341,1341,CNN_253H_E_26118_2,110.0,True,True
1342,1342,CNN_835_E_28476_4,110.0,True,True
1343,1343,CNN_613U_E_5509_44,110.0,False,True
1344,1344,CNN_589U1_E_5495_24,110.0,False,True
1345,1345,CNN_648E_E_1054_6,110.0,True,False
1346,1346,CNN_712_E_18556_2,110.0,False,True
1347,1347,CNN_290F_E_16312_11,110.0,False,True
1348,1348,CNN_F102NS_E_5501_3,110.0,False,True
1349,1349,CNN_11611.59 A11 grün_E_19629_1,110.0,False,False
1350,1350,CNN_249K_J_29023_3,6.0,True,True
1351,1351,CNN_53202.52 Z5/U5 schwarz_E_103,110.0,False,False
1352,1352,CNN_0505041412110502717050_E_185,110.0,False,False
1353,1353,CNN_0603240901060385321800_E_198,110.0,False,False
1354,1354,CNN_1007211307130079917012_E_7_2,110.0,False,True
1355,1355,CNN_0805161413360569997183_E_193,110.0,False,False
1356,1356,CNN_428_E_27_8,110.0,False,False
1357,1357,CNN_733_J_9179_39,20.0,False,True
1358,1358,CNN_265_E_11933_7,110.0,False,False
1359,1359,CNN_53001.201 Q5/1 gelb_E_9186_1,110.0,False,False
1360,1360,CNN_0504191310140343269885_E_551,110.0,False,False
1361,1361,CNN_692_E_9672_5,110.0,False,True
1362,1362,CNN_649A_E_19364_10,110.0,False,True
1363,1363,CNN_182Z_E_8_2,110.0,False,True
1364,1364,CNN_52001.55/14 K5 schwarz_E_171,110.0,False,False
1365,1365,CNN_268O_J_26139_7,6.0,False,True
1366,1366,CNN_48U_E_5535_12,110.0,False,True
1367,1367,CNN_648E_E_1054_4,110.0,False,False
1368,1368,CNN_67001.59 A11a grün_E_19631_2,110.0,True,True
1369,1369,CNN_F9R_C_18522_11,380.0,False,True
1370,1370,CNN_122U_E_5493_37,110.0,True,True
1371,1371,CNN_AMP1_C_19828_1,380.0,False,False
1372,1372,CNN_835_J_28477_5,6.0,True,True
1373,1373,CNN_385B_E_19_18,110.0,True,True
1374,1374,CNN_179M_E_9174_10,110.0,False,True
1375,1375,CNN_0504220936230037520775_E_20_,110.0,False,False
1376,1376,CNN_69C_E_21248_5,110.0,False,False
1377,1377,CNN_385B_E_19_28,110.0,False,True
1378,1378,CNN_640_E_3354_18,110.0,False,True
1379,1379,CNN_712_E_18556_8,110.0,False,True
1380,1380,CNN__E_10384_1,110.0,False,False
1381,1381,CNN_F8R_C_18521_40,380.0,False,True
1382,1382,CNN_53001.201 Q5/1 gelb_E_9186_2,110.0,False,True
1383,1383,CNN_589W1_J_22078_6,10.0,False,True
1384,1384,CNN_2U_E_5491_12,110.0,False,True
1385,1385,CNN_340M_E_17139_2,110.0,True,True
1386,1386,CNN_340M_E_17139_6,110.0,False,False
1387,1387,CNN_2U_J_6793_15,20.0,False,False
1388,1388,CNN_11351.156 E6 schwarz_E_3357_,110.0,False,False
1389,1389,CNN_630F2_E_3309_14,110.0,False,True
1390,1390,CNN_734_C_18549_2,380.0,False,False
1391,1391,CNN_264S_E_19634_2,110.0,False,False
1392,1392,CNN_1206172141070161823552_E_550,110.0,False,True
1393,1393,CNN_2U_E_5491_11,110.0,False,True
1394,1394,CNN_588_E_5520_19,110.0,False,True
1395,1395,CNN_0505100937040125940094_E_334,110.0,False,False
1396,1396,CNN_168F_E_29689_9,110.0,False,True
1397,1397,CNN_459B_E_3358_5,110.0,True,False
1398,1398,CNN_0503251749520137940660_E_103,110.0,False,False
1399,1399,CNN_1206172141070008005690_E_549,110.0,False,False
1400,1400,CNN_62001.37b Z6 blau_E_22256_3,110.0,False,False
1401,1401,CNN_F8R_C_18521_6,380.0,False,True
1402,1402,CNN_490M_E_3329_4,110.0,False,False
1403,1403,CNN_340M_J_13434_9,20.0,True,False
1404,1404,CNN_182Z_E_8_36,110.0,False,True
1405,1405,CNN_1U_E_5515_6,110.0,False,False
1406,1406,CNN_0504171610540037630100_E_284,110.0,False,True
1407,1407,CNN_36W_J_14449_46,20.0,True,True
1408,1408,CNN_1206172141070071942878_E_550,110.0,False,False
1409,1409,CNN_589U1_J_5434_85,20.0,True,True
1410,1410,CNN_0505101439400987831310_E_284,110.0,False,False
1411,1411,CNN_1103170726430008716860_E_330,110.0,False,True
1412,1412,CNN_685_E_10368_10,110.0,False,True
1413,1413,CNN_730_E_2750_12,110.0,False,True
1414,1414,CNN_31U1_E_14720_7,110.0,True,True
1415,1415,CNN_542U1_E_26147_10,110.0,False,True
1416,1416,CNN_711_E_9183_5,110.0,False,True
1417,1417,CNN_588X_E_5523_11,110.0,False,True
1418,1418,CNN_625W_E_10378_10,110.0,False,False
1419,1419,CNN_62E_E_11932_2,110.0,True,True
1420,1420,CNN_62E_E_11932_9,110.0,False,True
1421,1421,CNN_179U_H_18516_2,30.0,False,False
1422,1422,CNN_391L_E_18561_1,110.0,False,False
1423,1423,CNN_613U_C_18539_6,380.0,False,True
1424,1424,CNN_719_E_10789_13,110.0,False,True
1425,1425,CNN_66001.11 O6/1 blau_E_19748_2,110.0,False,True
1426,1426,CNN_640_E_3354_7,110.0,False,False
1427,1427,CNN_413U1_E_12882_9,110.0,False,True
1428,1428,CNN_58001.312 B5 violett_E_20335,110.0,False,True
1429,1429,CNN_171D_E_22260_10,110.0,False,True
1430,1430,CNN_0504131306000002525026_E_203,110.0,False,True
1431,1431,CNN_0503201207150407023552_E_128,110.0,False,False
1432,1432,CNN_171D_E_22260_13,110.0,False,True
