pp_idx,ppci_idx,name,vn_kv
2394,128,CNN_A630D6__29039_8,10.0
3405,128,CNN_A630D6__29039_1,10.0
2919,129,CNN_733_E_9178_3,110.0
706,129,CNN_733_E_9178_1,110.0
708,130,CNN_1010092240070000580548_E_330,110.0
3445,130,CNN_1010092240070000580548_E_330,110.0
2516,130,CNN_1010092240070000580548_E_330,110.0
709,131,CNN_0503201501170403476150_E_128,110.0
3278,131,CNN_0503201501170403476150_E_128,110.0
2727,131,CNN_0503201501170403476150_E_128,110.0
720,132,CNN_0505100840540078687510_E_261,110.0
2641,132,CNN_0505100840540078687510_E_261,110.0
1267,132,CNN_0505100840540078687510_E_261,110.0
2370,132,CNN_0505100840540078687510_E_261,110.0
1158,133,CNN_629_E_19739_2,110.0
1331,133,CNN_629_E_19739_1,110.0
721,133,CNN_629_E_19739_3,110.0
229,134,CNN_0504190956290279787038_E_218,110.0
729,134,CNN_0504190956290279787038_E_218,110.0
405,134,CNN_0504190956290279787038_E_218,110.0
733,135,CNN_0504171756300201638840_E_284,110.0
1557,135,CNN_0504171756300201638840_E_284,110.0
2167,135,CNN_0504171756300201638840_E_284,110.0
736,136,CNN_290F_E_16312_7,110.0
3565,136,CNN_290F_E_16312_9,110.0
123,136,CNN_290F_E_16312_1,110.0
1515,136,CNN_290F_E_16312_8,110.0
2550,136,CNN_290F_E_16312_3,110.0
76,136,CNN_290F_E_16312_2,110.0
1347,136,CNN_290F_E_16312_11,110.0
3037,136,CNN_290F_E_16312_6,110.0
458,136,CNN_290F_E_16312_5,110.0
2570,136,CNN_290F_E_16312_10,110.0
3148,137,CNN_391L_J_18562_1,20.0
746,137,CNN_391L_J_18562_26,20.0
754,138,CNN_0504141054130037632449_E_331,110.0
45,138,CNN_0504141054130037632449_E_331,110.0
3036,138,CNN_0504141054130037632449_E_331,110.0
756,139,CNN_192_J_23928_63,20.0
1270,139,CNN_192_J_23928_7,20.0
760,140,CNN_359A_J_26124_8,6.0
2682,140,CNN_359A_J_26124_2,6.0
565,140,CNN_359A_J_26124_6,6.0
2494,140,CNN_359A_J_26124_7,6.0
3344,140,CNN_359A_J_26124_5,6.0
3763,140,CNN_359A_J_26124_4,6.0
624,140,CNN_359A_J_26124_1,6.0
3489,141,CNN_719_E_10789_9,110.0
768,141,CNN_719_E_10789_4,110.0
2483,141,CNN_719_E_10789_14,110.0
3277,141,CNN_719_E_10789_5,110.0
3233,141,CNN_719_E_10789_1,110.0
3664,141,CNN_719_E_10789_2,110.0
871,141,CNN_719_E_10789_12,110.0
66,141,CNN_719_E_10789_10,110.0
1424,141,CNN_719_E_10789_13,110.0
2215,141,CNN_719_E_10789_3,110.0
1873,141,CNN_719_E_10789_7,110.0
3193,141,CNN_719_E_10789_8,110.0
1023,142,CNN_339H_E_3335_1,110.0
769,142,CNN_339H_E_3335_4,110.0
3218,142,CNN_339H_E_3335_2,110.0
1363,143,CNN_182Z_E_8_2,110.0
1227,143,CNN_182Z_E_8_22,110.0
1569,143,CNN_182Z_E_8_35,110.0
3297,143,CNN_182Z_E_8_23,110.0
3349,143,CNN_182Z_E_8_12,110.0
3162,143,CNN_182Z_E_8_38,110.0
1404,143,CNN_182Z_E_8_36,110.0
1116,143,CNN_182Z_E_8_32,110.0
1292,143,CNN_182Z_E_8_17,110.0
3525,143,CNN_182Z_E_8_10,110.0
1247,143,CNN_182Z_E_8_4,110.0
1197,143,CNN_182Z_E_8_11,110.0
3768,143,CNN_182Z_E_8_9,110.0
568,143,CNN_182Z_E_8_27,110.0
725,143,CNN_182Z_E_8_21,110.0
2631,143,CNN_182Z_E_8_39,110.0
588,143,CNN_182Z_E_8_7,110.0
3614,143,CNN_182Z_E_8_34,110.0
2917,143,CNN_182Z_E_8_13,110.0
2827,143,CNN_182Z_E_8_24,110.0
2732,143,CNN_182Z_E_8_1,110.0
2427,143,CNN_182Z_E_8_6,110.0
500,143,CNN_182Z_E_8_31,110.0
413,143,CNN_182Z_E_8_19,110.0
411,143,CNN_182Z_E_8_8,110.0
2993,143,CNN_182Z_E_8_29,110.0
770,143,CNN_182Z_E_8_16,110.0
2698,144,CNN_173A_E_24_15,110.0
2777,144,CNN_173A_E_24_73,110.0
1867,144,CNN_173A_E_24_22,110.0
1620,144,CNN_173A_E_24_16,110.0
2924,144,CNN_173A_E_24_24,110.0
214,144,CNN_173A_E_24_21,110.0
1972,144,CNN_173A_E_24_9,110.0
3749,144,CNN_173A_E_24_7,110.0
3429,144,CNN_173A_E_24_68,110.0
1109,144,CNN_173A_E_24_48,110.0
311,144,CNN_173A_E_24_72,110.0
887,144,CNN_173A_E_24_56,110.0
1011,144,CNN_173A_E_24_59,110.0
3441,144,CNN_173A_E_24_52,110.0
3710,144,CNN_173A_E_24_75,110.0
3558,144,CNN_173A_E_24_57,110.0
3266,144,CNN_173A_E_24_46,110.0
2317,144,CNN_173A_E_24_49,110.0
3371,144,CNN_173A_E_24_65,110.0
3197,144,CNN_173A_E_24_62,110.0
777,144,CNN_173A_E_24_64,110.0
1558,144,CNN_173A_E_24_18,110.0
3220,144,CNN_173A_E_24_13,110.0
1943,145,CNN_60007.66/1 C6/2A gelb_E_6038,110.0
2533,145,CNN_60007.66/1 C6/2A gelb_E_6038,110.0
784,145,CNN_60007.66/1 C6/2A gelb_E_6038,110.0
793,146,CNN_854_J_465_41,20.0
3221,146,CNN_854_J_465_12,20.0
3471,147,CNN_11351.80 O11 rot_E_31203_1,110.0
3638,147,CNN_11351.80 O11 rot_E_31203_2,110.0
797,147,CNN_11351.80 O11 rot_E_31203_3,110.0
1099,148,CNN_340M_J_13434_46,20.0
799,148,CNN_340M_J_13434_70,20.0
213,148,CNN_340M_J_13434_6,20.0
1691,148,CNN_340M_J_13434_37,20.0
800,149,CNN_1102021624450053130714_E_276,110.0
3492,149,CNN_1102021624450053130714_E_276,110.0
3594,149,CNN_1102021624450053130714_E_276,110.0
352,149,CNN_1102021624450053130714_E_276,110.0
297,150,CNN_630Z3_E_29040_1,110.0
801,150,CNN_630Z3_E_29040_4,110.0
438,150,CNN_630Z3_E_29040_2,110.0
687,151,CNN_0504220831140527826663_E_222,110.0
963,151,CNN_0504220831140527826663_E_222,110.0
803,151,CNN_0504220831140527826663_E_222,110.0
2733,152,CNN_0504171610540037630100_E_284,110.0
805,152,CNN_0504171610540037630100_E_284,110.0
1406,152,CNN_0504171610540037630100_E_284,110.0
806,153,CNN_12211.180 W6 blau_E_26462_2,110.0
2923,153,CNN_12211.180 W6 blau_E_26462_1,110.0
2296,153,CNN_12211.180 W6 blau_E_26462_5,110.0
744,153,CNN_12211.180 W6 blau_E_26462_3,110.0
2770,153,CNN_12211.180 W6 blau_E_26462_4,110.0
1455,154,CNN_0504131036470008318838_E_203,110.0
819,154,CNN_0504131036470008318838_E_203,110.0
3211,154,CNN_0504131036470008318838_E_203,110.0
3517,155,CNN_335B_J_3352_7,6.0
3506,155,CNN_335B_J_3352_1,6.0
670,155,CNN_335B_J_3352_5,6.0
3446,155,CNN_335B_J_3352_2,6.0
820,155,CNN_335B_J_3352_4,6.0
822,156,CNN_268O_E_26138_3,110.0
1925,157,CNN_64001.39n U6/1 schwarz_E_293,110.0
833,157,CNN_64001.39n U6/1 schwarz_E_293,110.0
2967,157,CNN_64001.39n U6/1 schwarz_E_293,110.0
840,158,CNN_66001.11 O6/1 blau_E_19748_1,110.0
1425,158,CNN_66001.11 O6/1 blau_E_19748_2,110.0
209,158,CNN_66001.11 O6/1 blau_E_19748_3,110.0
545,159,CNN_60001.66 C6/1 grün_E_5517_3,110.0
659,159,CNN_60001.66 C6/1 grün_E_5517_4,110.0
849,159,CNN_60001.66 C6/1 grün_E_5517_2,110.0
530,159,CNN_60001.66 C6/1 grün_E_5517_1,110.0
854,160,CNN_335B_E_3351_3,110.0
856,161,CNN_1003031532260049706226_E_128,110.0
3458,161,CNN_1003031532260049706226_E_128,110.0
2714,161,CNN_1003031532260049706226_E_128,110.0
3620,162,CNN_0602241915490229117710_E_103,110.0
857,162,CNN_0602241915490229117710_E_103,110.0
2938,162,CNN_0602241915490229117710_E_103,110.0
1735,163,CNN_51503.18 D5/2 gelb_E_11930_2,110.0
327,163,CNN_51503.18 D5/2 gelb_E_11930_1,110.0
866,163,CNN_51503.18 D5/2 gelb_E_11930_3,110.0
689,164,CNN_679F_E_10791_2,110.0
1836,164,CNN_679F_E_10791_4,110.0
872,164,CNN_679F_E_10791_1,110.0
2691,165,CNN_0504191310140029728608_E_217,110.0
1054,165,CNN_0504191310140029728608_E_217,110.0
888,165,CNN_0504191310140029728608_E_217,110.0
1910,166,CNN_0504140857120447294852_E_330,110.0
889,166,CNN_0504140857120447294852_E_330,110.0
894,166,CNN_0504140857120447294852_E_330,110.0
1019,167,CNN_423E_E_22253_14,110.0
1179,167,CNN_423E_E_22253_6,110.0
3704,167,CNN_423E_E_22253_9,110.0
2747,167,CNN_423E_E_22253_15,110.0
970,167,CNN_423E_E_22253_8,110.0
2220,167,CNN_423E_E_22253_10,110.0
1923,167,CNN_423E_E_22253_16,110.0
740,167,CNN_423E_E_22253_1,110.0
1694,167,CNN_423E_E_22253_4,110.0
3588,167,CNN_423E_E_22253_13,110.0
2549,167,CNN_423E_E_22253_11,110.0
2109,167,CNN_423E_E_22253_12,110.0
896,167,CNN_423E_E_22253_7,110.0
1073,167,CNN_423E_E_22253_3,110.0
244,167,CNN_423E_E_22253_5,110.0
3239,168,CNN_385B_E_19_11,110.0
2763,168,CNN_385B_E_19_8,110.0
2882,168,CNN_385B_E_19_27,110.0
1377,168,CNN_385B_E_19_28,110.0
3052,168,CNN_385B_E_19_16,110.0
1521,168,CNN_385B_E_19_21,110.0
3406,168,CNN_385B_E_19_4,110.0
3666,168,CNN_385B_E_19_7,110.0
940,168,CNN_385B_E_19_32,110.0
690,168,CNN_385B_E_19_30,110.0
3561,168,CNN_385B_E_19_19,110.0
316,168,CNN_385B_E_19_23,110.0
2717,168,CNN_385B_E_19_3,110.0
3772,168,CNN_385B_E_19_6,110.0
3496,168,CNN_385B_E_19_5,110.0
2724,168,CNN_385B_E_19_9,110.0
564,168,CNN_385B_E_19_10,110.0
1903,168,CNN_385B_E_19_15,110.0
900,168,CNN_385B_E_19_31,110.0
1767,168,CNN_385B_E_19_14,110.0
3542,168,CNN_385B_E_19_20,110.0
1434,168,CNN_385B_E_19_13,110.0
2911,168,CNN_385B_E_19_17,110.0
3774,168,CNN_385B_E_19_26,110.0
3209,168,CNN_385B_E_19_22,110.0
2568,168,CNN_385B_E_19_1,110.0
3176,169,CNN_687_J_10046_4,20.0
902,169,CNN_687_J_10046_38,20.0
906,170,CNN_1U_J_5646_123,20.0
1007,170,CNN_1U_J_5646_48,20.0
3100,170,CNN_1U_J_5646_7,20.0
1480,170,CNN_1U_J_5646_58,20.0
916,171,CNN_122U_H_19835_1,30.0
920,172,CNN_11611.87a R11 schwarz_E_1963,110.0
3299,172,CNN_11611.87a R11 schwarz_E_1963,110.0
1522,172,CNN_11611.87a R11 schwarz_E_1963,110.0
922,173,CNN_605U1_J_20814_42,20.0
1091,173,CNN_605U1_J_20814_13,20.0
2321,174,CNN_0505100937040125940094_E_334,110.0
929,174,CNN_0505100937040125940094_E_334,110.0
474,174,CNN_0505100937040125940094_E_334,110.0
1395,174,CNN_0505100937040125940094_E_334,110.0
1666,175,CNN_11611.32 R11 schwarz_E_19635,110.0
930,175,CNN_11611.32 R11 schwarz_E_19635,110.0
3631,175,CNN_11611.32 R11 schwarz_E_19635,110.0
1486,175,CNN_11611.32 R11 schwarz_E_19635,110.0
931,176,CNN_173A_H_18548_1,30.0
1588,177,CNN_66001.9 O6/2 grün_E_19732_3,110.0
2566,177,CNN_66001.9 O6/2 grün_E_19732_1,110.0
936,177,CNN_66001.9 O6/2 grün_E_19732_2,110.0
2813,178,CNN_1604041726400054850519_E_17_,110.0
1198,178,CNN_1604041726400054850519_E_17_,110.0
947,178,CNN_1604041726400054850519_E_17_,110.0
952,179,CNN_729_J_28455_1,10.0
3018,180,CNN_1010092240070096140408_E_331,110.0
960,180,CNN_1010092240070096140408_E_331,110.0
3074,180,CNN_1010092240070096140408_E_331,110.0
2581,181,CNN_0505071241190465481030_E_467,110.0
961,181,CNN_0505071241190465481030_E_467,110.0
3050,181,CNN_0505071241190465481030_E_467,110.0
968,182,CNN_0505061617000975065868_E_4_1,110.0
2613,182,CNN_0505061617000975065868_E_4_3,110.0
3575,182,CNN_0505061617000975065868_E_4_2,110.0
1612,183,CNN_1611022028260005063975_E_185,110.0
972,183,CNN_1611022028260005063975_E_185,110.0
875,183,CNN_1611022028260005063975_E_185,110.0
978,184,CNN_1001171505080210668640_E_918,110.0
1899,184,CNN_1001171505080210668640_E_918,110.0
1839,184,CNN_1001171505080210668640_E_918,110.0
2469,185,CNN_60001.66 C6/2 gelb_E_5530_4,110.0
984,185,CNN_60001.66 C6/2 gelb_E_5530_3,110.0
1750,185,CNN_60001.66 C6/2 gelb_E_5530_2,110.0
3478,185,CNN_60001.66 C6/2 gelb_E_5530_1,110.0
3712,186,CNN_113F_J_21809_4,20.0
3320,186,CNN_113F_J_21809_11,20.0
985,186,CNN_113F_J_21809_14,20.0
988,187,CNN_339H_J_3336_4,6.0
258,187,CNN_339H_J_3336_7,6.0
113,187,CNN_339H_J_3336_3,6.0
486,187,CNN_339H_J_3336_1,6.0
3541,187,CNN_339H_J_3336_5,6.0
3667,188,CNN_395A_E_20331_11,110.0
2409,188,CNN_395A_E_20331_12,110.0
912,188,CNN_395A_E_20331_10,110.0
3422,188,CNN_395A_E_20331_3,110.0
2128,188,CNN_395A_E_20331_6,110.0
60,188,CNN_395A_E_20331_9,110.0
1913,188,CNN_395A_E_20331_2,110.0
992,188,CNN_395A_E_20331_14,110.0
1133,188,CNN_395A_E_20331_4,110.0
21,188,CNN_395A_E_20331_1,110.0
3360,188,CNN_395A_E_20331_7,110.0
1496,188,CNN_395A_E_20331_13,110.0
3686,189,CNN_486E_J_10395_4,10.0
999,189,CNN_486E_J_10395_6,10.0
3223,189,CNN_486E_J_10395_1,10.0
1005,190,CNN_0505061756290233927735_E_185,110.0
3719,190,CNN_0505061756290233927735_E_185,110.0
1146,190,CNN_0505061756290233927735_E_185,110.0
1541,190,CNN_0505061756290233927735_E_185,110.0
426,191,CNN_0504190925320003861097_E_550,110.0
2166,191,CNN_0504190925320003861097_E_550,110.0
1008,191,CNN_0504190925320003861097_E_550,110.0
593,192,CNN_182_J_1062_79,20.0
1010,192,CNN_182_J_1062_111,20.0
3502,192,CNN_182_J_1062_15,20.0
1018,193,CNN_62101.180/10 W6A blau_E_2646,110.0
2850,193,CNN_62101.180/10 W6A blau_E_2646,110.0
955,193,CNN_62101.180/10 W6A blau_E_2646,110.0
3294,194,CNN_589U1_E_5495_19,110.0
1024,194,CNN_589U1_E_5495_27,110.0
143,194,CNN_589U1_E_5495_20,110.0
2514,194,CNN_589U1_E_5495_38,110.0
3107,194,CNN_589U1_E_5495_14,110.0
107,194,CNN_589U1_E_5495_12,110.0
335,194,CNN_589U1_E_5495_23,110.0
3312,194,CNN_589U1_E_5495_37,110.0
1727,194,CNN_589U1_E_5495_21,110.0
1076,194,CNN_589U1_E_5495_10,110.0
2299,194,CNN_589U1_E_5495_4,110.0
2925,194,CNN_589U1_E_5495_1,110.0
1994,194,CNN_589U1_E_5495_33,110.0
714,194,CNN_589U1_E_5495_35,110.0
1777,194,CNN_589U1_E_5495_17,110.0
1344,194,CNN_589U1_E_5495_24,110.0
3281,194,CNN_589U1_E_5495_28,110.0
810,194,CNN_589U1_E_5495_29,110.0
787,194,CNN_589U1_E_5495_13,110.0
3030,194,CNN_589U1_E_5495_39,110.0
645,194,CNN_589U1_E_5495_8,110.0
1461,194,CNN_589U1_E_5495_25,110.0
2903,194,CNN_589U1_E_5495_22,110.0
957,194,CNN_589U1_E_5495_6,110.0
537,194,CNN_589U1_E_5495_16,110.0
104,194,CNN_589U1_E_5495_34,110.0
1559,194,CNN_589U1_E_5495_3,110.0
1655,194,CNN_589U1_E_5495_9,110.0
2645,195,CNN_55U_J_12897_9,20.0
1032,195,CNN_55U_J_12897_28,20.0
2186,195,CNN_55U_J_12897_22,20.0
3269,196,CNN_389A_E_2769_3,110.0
1040,196,CNN_389A_E_2769_8,110.0
1906,196,CNN_389A_E_2769_6,110.0
2693,196,CNN_389A_E_2769_4,110.0
1111,197,CNN_0504131449550061278761_E_290,110.0
1042,197,CNN_0504131449550061278761_E_290,110.0
2460,197,CNN_0504131449550061278761_E_290,110.0
2546,198,CNN_1111042239390234391664_E_284,110.0
1048,198,CNN_1111042239390234391664_E_284,110.0
2710,198,CNN_1111042239390234391664_E_284,110.0
98,199,CNN_0504190848360160824960_E_550,110.0
1057,199,CNN_0504190848360160824960_E_550,110.0
3570,199,CNN_0504190848360160824960_E_550,110.0
1059,200,CNN_732M_E_28473_1,110.0
1088,201,CNN_1011072033470024663500_E_276,110.0
48,201,CNN_1011072033470024663500_E_276,110.0
3090,201,CNN_1011072033470024663500_E_276,110.0
3105,202,CNN_719_J_10788_25,20.0
1092,202,CNN_719_J_10788_78,20.0
1870,203,CNN_0503191711250199636244_E_171,110.0
2491,203,CNN_0503191711250199636244_E_171,110.0
1096,203,CNN_0503191711250199636244_E_171,110.0
1107,204,CNN_1206172141070008005690_E_549,110.0
1399,204,CNN_1206172141070008005690_E_549,110.0
1572,204,CNN_1206172141070008005690_E_549,110.0
1108,205,CNN_279A_J_14978_51,20.0
959,205,CNN_279A_J_14978_5,20.0
1110,206,CNN_168F_J_1344_39,20.0
2650,206,CNN_168F_J_1344_11,20.0
3534,207,CNN_1102021624450231749824_E_197,110.0
57,207,CNN_1102021624450231749824_E_197,110.0
1112,207,CNN_1102021624450231749824_E_197,110.0
1130,208,CNN_205B_E_1057_7,110.0
1891,208,CNN_205B_E_1057_1,110.0
249,208,CNN_205B_E_1057_5,110.0
439,208,CNN_205B_E_1057_9,110.0
1960,208,CNN_205B_E_1057_12,110.0
3397,208,CNN_205B_E_1057_4,110.0
2509,208,CNN_205B_E_1057_3,110.0
1121,208,CNN_205B_E_1057_2,110.0
969,208,CNN_205B_E_1057_10,110.0
1577,208,CNN_205B_E_1057_8,110.0
1566,208,CNN_205B_E_1057_11,110.0
1241,209,CNN_F12R_C_18529_1,380.0
653,209,CNN_F12R_C_18529_5,380.0
1122,209,CNN_F12R_C_18529_17,380.0
390,209,CNN_F12R_C_18529_8,380.0
1937,209,CNN_F12R_C_18529_12,380.0
2274,209,CNN_F12R_C_18529_10,380.0
50,209,CNN_F12R_C_18529_4,380.0
1834,209,CNN_F12R_C_18529_11,380.0
2471,209,CNN_F12R_C_18529_16,380.0
424,209,CNN_F12R_C_18529_6,380.0
1126,210,CNN_724D_E_3324_3,110.0
1154,211,CNN_0504171610540257452641_E_284,110.0
2863,211,CNN_0504171610540257452641_E_284,110.0
1129,211,CNN_0504171610540257452641_E_284,110.0
2102,212,CNN_732M_E_28473_2,110.0
1142,212,CNN_732M_E_28473_4,110.0
852,212,CNN_732M_E_28473_3,110.0
1145,213,CNN_0504190848360363697221_E_212,110.0
6,213,CNN_0504190848360363697221_E_212,110.0
151,213,CNN_0504190848360363697221_E_212,110.0
3102,214,CNN_61501.37N X6/1 grün_E_5521_1,110.0
1781,214,CNN_61501.37N X6/1 grün_E_5521_2,110.0
580,214,CNN_61501.37N X6/1 grün_E_5521_3,110.0
1150,214,CNN_61501.37N X6/1 grün_E_5521_4,110.0
1153,215,CNN_0505100928370003614135_E_334,110.0
2959,215,CNN_0505100928370003614135_E_334,110.0
3373,215,CNN_0505100928370003614135_E_334,110.0
3042,215,CNN_0505100928370003614135_E_334,110.0
2127,216,CNN_0505101433070086502096_E_284,110.0
1155,216,CNN_0505101433070086502096_E_284,110.0
1749,216,CNN_0505101433070086502096_E_284,110.0
863,217,CNN_1611022022200188204214_E_276,110.0
1670,217,CNN_1611022022200188204214_E_276,110.0
1157,217,CNN_1611022022200188204214_E_276,110.0
264,218,CNN_F102NS_E_5501_22,110.0
1217,218,CNN_F102NS_E_5501_12,110.0
2847,218,CNN_F102NS_E_5501_5,110.0
1502,218,CNN_F102NS_E_5501_19,110.0
2758,218,CNN_F102NS_E_5501_31,110.0
3637,218,CNN_F102NS_E_5501_14,110.0
278,218,CNN_F102NS_E_5501_18,110.0
2337,218,CNN_F102NS_E_5501_30,110.0
2001,218,CNN_F102NS_E_5501_10,110.0
2607,218,CNN_F102NS_E_5501_1,110.0
3080,218,CNN_F102NS_E_5501_15,110.0
1610,218,CNN_F102NS_E_5501_23,110.0
1034,218,CNN_F102NS_E_5501_16,110.0
1070,218,CNN_F102NS_E_5501_7,110.0
2006,218,CNN_F102NS_E_5501_21,110.0
1711,218,CNN_F102NS_E_5501_20,110.0
1348,218,CNN_F102NS_E_5501_3,110.0
1163,218,CNN_F102NS_E_5501_33,110.0
1993,218,CNN_F102NS_E_5501_29,110.0
2145,218,CNN_F102NS_E_5501_8,110.0
1244,218,CNN_F102NS_E_5501_17,110.0
2606,218,CNN_F102NS_E_5501_9,110.0
2075,219,CNN_0505100743570264919234_E_261,110.0
1169,219,CNN_0505100743570264919234_E_261,110.0
926,219,CNN_0505100743570264919234_E_261,110.0
573,219,CNN_0505100743570264919234_E_261,110.0
1094,220,CNN_0505101121490234838464_E_333,110.0
1177,220,CNN_0505101121490234838464_E_333,110.0
1166,220,CNN_0505101121490234838464_E_333,110.0
2282,220,CNN_0505101121490234838464_E_333,110.0
2206,221,CNN_253H_E_26118_9,110.0
2983,221,CNN_253H_E_26118_6,110.0
3004,221,CNN_253H_E_26118_4,110.0
2504,221,CNN_253H_E_26118_10,110.0
2798,221,CNN_253H_E_26118_5,110.0
3453,221,CNN_253H_E_26118_8,110.0
3181,221,CNN_253H_E_26118_7,110.0
2437,221,CNN_253H_E_26118_3,110.0
1187,221,CNN_253H_E_26118_11,110.0
3113,221,CNN_253H_E_26118_12,110.0
3402,222,CNN_0602241915490484204740_E_103,110.0
1193,222,CNN_0602241915490484204740_E_103,110.0
1462,222,CNN_0602241915490484204740_E_103,110.0
1195,223,CNN__E_5_1,110.0
2328,224,CNN_0504171705280054636210_E_218,110.0
1650,224,CNN_0504171705280054636210_E_218,110.0
1200,224,CNN_0504171705280054636210_E_218,110.0
1979,225,CNN_630Z3_J_29041_4,6.0
1710,225,CNN_630Z3_J_29041_2,6.0
953,225,CNN_630Z3_J_29041_6,6.0
716,225,CNN_630Z3_J_29041_1,6.0
2979,225,CNN_630Z3_J_29041_5,6.0
1581,225,CNN_630Z3_J_29041_7,6.0
1207,225,CNN_630Z3_J_29041_3,6.0
1216,226,CNN_60007.66/9 C6/1A grün_E_6035,110.0
956,226,CNN_60007.66/9 C6/1A grün_E_6035,110.0
2551,226,CNN_60007.66/9 C6/1A grün_E_6035,110.0
1218,227,CNN_685B_E_10359_1,110.0
1222,228,CNN__E_10370_1,110.0
1226,229,CNN_A630D6_E_29038_1,110.0
1233,230,CNN__E_6_1,110.0
1240,231,CNN_630A4_E_3320_1,110.0
1248,232,CNN_55U_J_12897_1,20.0
2865,233,CNN_1311302224290037197069_E_103,110.0
1516,233,CNN_1311302224290037197069_E_103,110.0
1256,233,CNN_1311302224290037197069_E_103,110.0
3198,234,CNN_613U_H_18543_3,30.0
2500,234,CNN_613U_H_18543_2,30.0
1259,234,CNN_613U_H_18543_1,30.0
1264,235,CNN_69001.224 R6/1 violett_E_261,110.0
2467,235,CNN_69001.224 R6/1 violett_E_261,110.0
1614,235,CNN_69001.224 R6/1 violett_E_261,110.0
2313,235,CNN_69001.224 R6/1 violett_E_261,110.0
1265,236,CNN_613U_H_18540_1,30.0
2643,237,CNN_1403301322070756819756_E_135,110.0
342,237,CNN_1403301322070756819756_E_135,110.0
1266,237,CNN_1403301322070756819756_E_135,110.0
1780,237,CNN_1403301322070756819756_E_135,110.0
1868,238,CNN_113F_J_21809_10,20.0
2225,238,CNN_113F_J_21809_3,20.0
1271,238,CNN_113F_J_21809_16,20.0
205,239,CNN_0503201207150114124435_E_128,110.0
1957,239,CNN_0503201207150114124435_E_128,110.0
2101,239,CNN_0503201207150114124435_E_128,110.0
1272,239,CNN_0503201207150114124435_E_128,110.0
1280,240,CNN_529N_E_28_6,110.0
3342,240,CNN_529N_E_28_7,110.0
868,240,CNN_529N_E_28_1,110.0
1828,240,CNN_529N_E_28_2,110.0
606,240,CNN_529N_E_28_3,110.0
1075,240,CNN_529N_E_28_11,110.0
2676,240,CNN_529N_E_28_10,110.0
1123,240,CNN_529N_E_28_9,110.0
1573,240,CNN_529N_E_28_8,110.0
3395,240,CNN_529N_E_28_5,110.0
2895,241,CNN_625_E_1053_29,110.0
3295,241,CNN_625_E_1053_53,110.0
179,241,CNN_625_E_1053_21,110.0
1812,241,CNN_625_E_1053_6,110.0
983,241,CNN_625_E_1053_1,110.0
2667,241,CNN_625_E_1053_23,110.0
919,241,CNN_625_E_1053_31,110.0
1283,241,CNN_625_E_1053_37,110.0
2140,241,CNN_625_E_1053_44,110.0
312,241,CNN_625_E_1053_10,110.0
1582,241,CNN_625_E_1053_17,110.0
3595,241,CNN_625_E_1053_19,110.0
535,241,CNN_625_E_1053_7,110.0
2543,241,CNN_625_E_1053_2,110.0
422,241,CNN_625_E_1053_39,110.0
2746,241,CNN_625_E_1053_22,110.0
147,241,CNN_625_E_1053_26,110.0
3577,241,CNN_625_E_1053_55,110.0
1284,242,CNN_309G_J_2475_57,20.0
2580,242,CNN_309G_J_2475_12,20.0
1590,243,CNN_630F2_E_3309_33,110.0
2279,243,CNN_630F2_E_3309_6,110.0
2736,243,CNN_630F2_E_3309_1,110.0
809,243,CNN_630F2_E_3309_36,110.0
628,243,CNN_630F2_E_3309_32,110.0
181,243,CNN_630F2_E_3309_23,110.0
1389,243,CNN_630F2_E_3309_14,110.0
678,243,CNN_630F2_E_3309_17,110.0
711,243,CNN_630F2_E_3309_5,110.0
3003,243,CNN_630F2_E_3309_35,110.0
2233,243,CNN_630F2_E_3309_26,110.0
3606,243,CNN_630F2_E_3309_24,110.0
226,243,CNN_630F2_E_3309_15,110.0
2840,243,CNN_630F2_E_3309_2,110.0
1597,243,CNN_630F2_E_3309_12,110.0
2791,243,CNN_630F2_E_3309_31,110.0
89,243,CNN_630F2_E_3309_8,110.0
1745,243,CNN_630F2_E_3309_34,110.0
1288,243,CNN_630F2_E_3309_25,110.0
909,243,CNN_630F2_E_3309_11,110.0
2506,243,CNN_630F2_E_3309_22,110.0
1562,243,CNN_630F2_E_3309_20,110.0
2672,243,CNN_630F2_E_3309_30,110.0
491,243,CNN_630F2_E_3309_16,110.0
529,243,CNN_630F2_E_3309_10,110.0
361,243,CNN_630F2_E_3309_9,110.0
2414,243,CNN_630F2_E_3309_21,110.0
2344,243,CNN_630F2_E_3309_7,110.0
2891,244,CNN_2U_J_6794_1,10.0
2214,244,CNN_2U_J_6794_13,10.0
1305,244,CNN_2U_J_6794_38,10.0
2152,245,CNN_0503251528580835993008_E_103,110.0
374,245,CNN_0503251528580835993008_E_103,110.0
1312,245,CNN_0503251528580835993008_E_103,110.0
1532,246,CNN_11501.86 V11 gelb_E_31065_1,110.0
1131,246,CNN_11501.86 V11 gelb_E_31065_3,110.0
1337,246,CNN_11501.86 V11 gelb_E_31065_2,110.0
1020,247,CNN_0505101121490099191088_E_333,110.0
2806,247,CNN_0505101121490099191088_E_333,110.0
2579,247,CNN_0505101121490099191088_E_333,110.0
1339,247,CNN_0505101121490099191088_E_333,110.0
1061,248,CNN_0603240901060385321800_E_198,110.0
1353,248,CNN_0603240901060385321800_E_198,110.0
1734,248,CNN_0603240901060385321800_E_198,110.0
589,249,CNN_1007211307130079917012_E_7_1,110.0
